Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Publisher_Profile,Cluster
3108,Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo,1.02,0.13,0.04,0.01,0.0,0.0,High Profile,4
3115,Metal Gear Solid VR Missions,PS,1999,Adventure,Konami,0.66,0.45,0.0,0.08,6.8,0.0,High Profile,26
3117,LEGO Dimensions,"PS4, X360, PS3, XOne, WiiU",2015,Action,Warner Bros. Interactive Entertainment,2.07,1.6199999999999999,0.0,0.54,0.0,0.0,Medium Profile,10
3118,Pole Position,2600,1983,Racing,Atari,1.1,0.07,0.0,0.01,0.0,0.0,Medium Profile,7
3120,Donkey Konga,GC,2004,Misc,Nintendo,0.5,0.16,0.46,0.03,7.3,0.0,High Profile,9
3123,Mystery Case Files: MillionHeir,DS,2008,Adventure,Nintendo,0.75,0.39,0.0,0.12,7.4,0.0,High Profile,26
3124,R.B.I. Baseball 3,NES,1991,Sports,Tengen,0.1,0.0,1.08,0.0,0.0,0.0,Low Profile,24
3125,Resident Evil: Operation Raccoon City,"PS3, X360, PC",2012,Shooter,Capcom,1.03,0.41000000000000003,0.39,0.16,0.0,0.0,Medium Profile,2
3127,LEGO Jurassic World,"PS4, PS3, X360, 3DS, XOne, WiiU, PC, PSV",2015,Action,Warner Bros. Interactive Entertainment,2.41,2.52,0.09,0.7000000000000001,0.0,0.0,Medium Profile,10
3128,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,DS,2009,Role-Playing,Level 5,0.0,0.0,1.18,0.0,0.0,0.0,Low Profile,25
3130,Red Dead Redemption: Undead Nightmare,"PS3, X360",2010,Action,Rockstar Games,1.08,0.8300000000000001,0.08,0.29000000000000004,10.0,0.0,Medium Profile,10
3133,Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,0.0,0.0,High Profile,20
3134,Gun,"PS2, XB, X360, GC",2005,Shooter,Activision,1.74,0.21000000000000002,0.0,0.2,7.7,0.0,High Profile,23
3135,Ty the Tasmanian Tiger,"PS2, GC, XB",2002,Platform,Electronic Arts,0.9199999999999999,0.54,0.0,0.16999999999999998,6.766666666666667,0.0,High Profile,12
3137,Mission: Impossible,"N64, PS",1998,Action,Ocean,1.03,0.5800000000000001,0.02,0.06,6.6,0.0,Low Profile,22
3138,Cabela's Dangerous Hunts,"PS2, XB",2003,Sports,Activision,0.83,0.53,0.0,0.16,0.0,0.0,High Profile,4
3139,WWE SmackDown vs. Raw 2010,"PS3, PS2, X360, Wii, PSP, DS",2009,Fighting,THQ,2.66,1.3900000000000001,0.02,1.08,8.033333333333333,0.0,High Profile,15
3140,Cool Boarders 4,PS,1999,Sports,989 Studios,0.65,0.44,0.0,0.08,0.0,0.0,Low Profile,24
3142,Rage Racer,PS,1997,Racing,Namco,0.16,0.11,0.83,0.08,0.0,0.0,Medium Profile,7
3145,Sunset Overdrive,XOne,2014,Action,Microsoft Studios,0.64,0.42,0.0,0.1,8.0,0.0,Medium Profile,10
3146,Ace Combat 3: Electrosphere,PS,2000,Simulation,Namco,0.22,0.15,0.4,0.05,7.6,0.0,Medium Profile,8
3147,Midnight Club 3: DUB Edition Remix,"PS2, XB",2006,Racing,Rockstar Games,1.1199999999999999,0.08,0.0,0.17,0.0,0.0,Medium Profile,7
3148,WWE 2K15,"PS4, PS3, X360, XOne",2014,Sports,2K Sports,1.47,1.2999999999999998,0.0,0.43,0.0,0.0,Medium Profile,17
3149,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0.0,0.15,0.0,0.0,High Profile,23
3150,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,8.2,0.0,High Profile,15
3151,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,0.7,0.36,0.0,0.1,0.0,0.0,High Profile,4
3152,MLB The Show 17,PS4,2017,Sports,Sony Interactive Entertainment,0.94,0.0,0.0,0.22,0.0,0.0,Low Profile,24
3153,Mirror's Edge,"X360, PS3, PC",2008,Platform,Electronic Arts,0.8200000000000001,1.15,0.030000000000000002,0.33999999999999997,7.65,8.2,High Profile,12
3154,NASCAR Thunder 2002,"PS2, PS, XB",2001,Racing,EA Sports,1.0499999999999998,0.67,0.0,0.19,0.0,0.0,High Profile,18
3156,Jet Force Gemini,N64,1999,Shooter,Rare,0.78,0.28,0.07,0.02,8.1,0.0,Low Profile,28
3157,Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,8.1,0.0,High Profile,4
3158,Mega Man X,SNES,1994,Platform,Capcom,0.57,0.08,0.5,0.01,0.0,0.0,Medium Profile,21
3159,Pokken Tournament DX,NS,2017,Fighting,Nintendo,0.79,0.47,0.32,0.12,8.0,0.0,High Profile,15
3160,Sega Rally Championship,SAT,1995,Racing,Sega,0.21,0.16,0.77,0.02,0.0,0.0,High Profile,18
3162,The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action-Adventure,Nintendo,0.67,0.37,0.1,0.1,8.4,0.0,High Profile,39
3163,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2003,Role-Playing,Konami,0.84,0.27,0.0,0.05,0.0,0.0,High Profile,3
3164,Test Drive: Off Road,PS,1997,Racing,Accolade,0.65,0.44,0.0,0.08,0.0,0.0,Low Profile,27
3165,Medal of Honor Heroes 2,"PSP, Wii",2007,Shooter,Electronic Arts,0.8300000000000001,0.43,0.03,0.28,6.6,0.0,High Profile,23
3166,Spore,PC,2008,Strategy,Electronic Arts,0.03,1.06,0.0,0.07,7.0,7.0,High Profile,35
3168,Sniper: Ghost Warrior,"X360, PC, PS3",2010,Shooter,City Interactive,0.8400000000000001,0.98,0.04,0.29000000000000004,4.733333333333333,0.0,Low Profile,28
3170,Deus Ex: Mankind Divided,"PC, PS4, XOne",2016,Role-Playing,Square Enix,0.5,0.51,0.01,0.16,0.0,0.0,Medium Profile,5
3171,EA Sports Active: More Workouts,Wii,2009,Sports,EA Sports,0.78,0.28,0.0,0.1,7.9,0.0,High Profile,4
3174,Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,0.0,1.15,0.0,0.01,0.0,0.0,High Profile,20
3175,Gauntlet: Dark Legacy,"PS2, GC, XB",2001,Action,Midway Games,0.8300000000000001,0.52,0.0,0.16,0.0,0.0,Medium Profile,10
3176,Bad Boys: Miami Takedown,"PS2, XB, GC",2004,Shooter,Crave Entertainment,0.7300000000000001,0.49,0.0,0.16,4.3,0.0,Medium Profile,2
3177,Kaboom!,2600,1981,Action,Activision,1.07,0.07,0.0,0.01,0.0,0.0,High Profile,1
3180,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,0.0,0.0,Low Profile,24
3181,Doraemon,NES,1986,Action,Hudson Soft,0.0,0.0,1.15,0.0,0.0,0.0,Medium Profile,10
3184,LEGO City Undercover,"WiiU, PS4, NS, XOne",2013,Action,Nintendo,1.05,1.4300000000000002,0.17,0.29,7.833333333333333,0.0,High Profile,1
3185,Ninja Gaiden II,X360,2008,Action,Microsoft,0.65,0.22,0.05,0.1,8.2,0.0,Low Profile,22
3186,Qix,GB,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,0.0,0.0,High Profile,36
3188,High School Musical 2: Work This Out!,DS,2008,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,0.0,0.0,Medium Profile,19
3192,Tak and the Power of Juju,"PS2, GBA, GC",2003,Platform,THQ,1.26,0.67,0.0,0.16999999999999998,0.0,0.0,High Profile,12
3194,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0.0,0.0,1.07,0.07,0.0,0.0,Low Profile,30
3195,Super Street Fighter IV,"PS3, X360",2010,Fighting,Capcom,1.21,0.54,0.25,0.22,9.25,0.0,Medium Profile,16
3199,Action Bass,PS,2000,Action,Take-Two Interactive,0.64,0.43,0.0,0.07,5.1,0.0,Low Profile,22
3200,Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,0.0,0.0,High Profile,1
3202,Brave Fencer Musashi,PS,1998,Role-Playing,Square,0.25,0.17,0.65,0.07,8.4,0.0,Low Profile,25
3203,Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami,0.95,0.04,0.0,0.16,0.0,0.0,High Profile,20
3205,Hot Shots Golf: Out of Bounds,PS3,2008,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,8.3,0.0,High Profile,4
3207,Commando,"NES, 2600",1986,Action,Capcom,1.15,0.18,0.25,0.03,0.0,0.0,Medium Profile,10
3208,Pilotwings,SNES,1991,Simulation,Nintendo,0.46,0.17,0.48,0.02,0.0,0.0,High Profile,20
3209,Punch-Out!!,Wii,2009,Fighting,Nintendo,0.0,0.17,0.05,0.04,8.7,0.0,High Profile,15
3210,Resident Evil - Code: Veronica,DC,2000,Action,Capcom,0.41,0.23,0.47,0.03,9.2,0.0,Medium Profile,10
3211,South Park,"N64, PS",1998,Shooter,Acclaim Entertainment,1.29,0.5,0.0,0.07,3.85,0.0,Medium Profile,2
3212,Super R.C. Pro-Am,GB,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,0.0,0.0,High Profile,18
