,Rank,Name,Critic_Score,User_Score
7304,9246,Pirates of the Caribbean: Dead Man's Chest,,
7305,9247,Formula One 2001,7.0,
7306,9248,Doukyuusei if,,
7307,9249,Baldur's Gate: Dark Alliance II,,
7308,9250,Disney Sing It: Pop Hits,,
7309,9251,Madden NFL 2005,,
7310,9253,Monsters vs. Aliens,,
7311,9255,Game of Thrones,,
7312,9256,MVP Baseball 2004,8.9,
7313,9257,Secret Weapons Over Normandy,,
7314,9258,Super Street Fighter II: Turbo Revival,,
7315,9259,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,,
7316,9260,F1 2015,5.7,
7317,9261,Kidou Senshi Gundam: Giren no Yabou,,
7318,9262,Teen Titans,6.6,
7319,9263,TOCA Race Driver 2: Ultimate Racing Simulator,,
7320,9264,Spelling Challenges and more!,4.5,
7321,9265,NASCAR 09,,
7322,9267,Crusaders of Might and Magic,6.0,
7323,9268,Elex,,
7324,9269,Star Wars The Clone Wars: Republic Heroes,,
7325,9270,Bomberman Generation,8.4,
7326,9271,Need for Speed Rivals,,
7327,9272,Game & Wario,6.2,
7328,9273,Final Fantasy Crystal Chronicles: Echoes of Time,6.9,
7329,9275,Surfing H3O,,
7330,9276,Romance of the Three Kingdoms II,,
7331,9277,Hunted: The Demon's Forge,6.1,
7332,9278,NASCAR 09,7.1,
7333,9280,Tetris Effect,,
7334,9281,Smart Girl's Playhouse,,
7335,9282,L.A. Noire,,
7336,9283,Ice Age 2: The Meltdown,5.0,
7337,9284,The Suite Life of Zack & Cody: Tipton Trouble,,
7338,9285,World Series of Poker,,
7339,9286,NHL 08,,
7340,9287,The Amazing Spider-Man 2 (2014),,
7341,9288,Galactic Attack,,
7342,9289,Power Pro Kun Pocket 2,,
7343,9291,Happy Feet,,
7344,9293,Project Runway,,
7345,9294,Ratchet & Clank: Full Frontal Assault,,
7346,9295,Walt Disney's The Jungle Book: Rhythm N'Groove,,
7347,9296,Minute to Win It,,
7348,9297,Triple Play 2002,,
7349,9298,Sonic Boom: Fire & Ice,6.9,
7350,9299,Evil Zone,,
7351,9300,Spy Kids Challenger,,
7352,9301,Juiced 2: Hot Import Nights,,
7353,9302,LEGO The Hobbit,7.0,
7354,9304,A.C.E.: Another Century's Episode 3: The Final,,
7355,9305,Gundam Battle Universe,,
7356,9306,The Legend of Heroes: Trails of Cold Steel,,
7357,9307,A. IV Evolution: A Ressha de Ikou 4,,
7358,9308,Exhibition,,
7359,9309,Scrabble,,
7360,9310,Amped 2,,
7361,9311,Mega Man Legacy Collection 1+2,8.5,
7362,9312,Michael Jackson: The Experience,,
7363,9313,Ace Combat: Assault Horizon Legacy,7.0,
7364,9314,Blaster Master: Blasting Again,7.7,
7365,9315,College Hoops 2K6,8.3,
7366,9316,Pro Evolution Soccer 2014,7.9,
7367,9317,Prison Break: The Conspiracy,3.3,
7368,9319,Cartoon Network Collection: Game Boy Advance Video Volume 1,,
7369,9320,"Barbie: Jet, Set & Style!",,
7370,9321,Up,,
7371,9322,Sid Meier's Civilization VI,9.4,
7372,9324,WipEout XL,8.8,
7373,9325,The Powerpuff Girls: Chemical X-Traction,,
7374,9326,Dynasty Warriors 6 (JP sales),,
7375,9327,Dead or Alive Xtreme 2,5.3,
7376,9328,Men of Valor,,
7377,9329,Scrabble,,
7378,9330,Spirit Camera: The Cursed Memoir,5.7,
7379,9331,Bomberman Tournament,8.8,
7380,9332,Beyblade: Metal Fusion,,
7381,9333,Medal of Honor European Assault,7.9,
7382,9334,Zoo Tycoon 2: Ultimate Collection,,
7383,9335,Billy Hatcher and the Giant Egg,7.3,
7384,9336,NHL 08,,
7385,9337,Midway's Greatest Arcade Hits,,
7386,9338,Imagine: Ballet Star,,
7387,9339,Final Fantasy II,,
7388,9340,WipEout Fusion,,
7389,9341,Marie no Atelier: Salburg no Renkinjutsushi,,
7390,9342,Golden Nugget Casino,,
7391,9343,NHL 06,,
7392,9344,Animal Paradise,,
7393,9345,Atari Anthology,,
7394,9346,Crash Tag Team Racing,6.3,
7395,9347,Ultimate Fighting Championship,,
7396,9348,XIII,,
7397,9349,Star Trek: The Game,,
7398,9351,MotoGP '07,7.7,8.0
7399,9352,My Virtual Tutor: Reading Adventure Kindergarten to First,,
7400,9353,Silent Hunter 5: Battle of the Atlantic,,
7401,9355,Spider-Man: Web of Shadows,6.0,
7402,9356,Samurai Shodown II,,
7403,9357,SpongeBob's Truth or Square (US sales),,
7404,9358,Madagascar: Escape 2 Africa,,
7405,9359,Trials Fusion,,
7406,9360,Kung Fu Panda 2,,
7407,9361,Marvel: Ultimate Alliance 2,,
7408,9362,UEFA Euro 2008 Austria-Switzerland,6.9,
7409,9363,Jonah Lomu Rugby Challenge,,
7410,9364,Disgaea 2: Dark Hero Days,8.1,
7411,9368,Alien Resurrection,5.2,
7412,9370,Azure Striker Gunvolt,8.0,
7413,9372,Black Panther: Yakuza New Chapter,,
7414,9376,Danganronpa V3: Killing Harmony,,
7415,9379,F1 Pole Position 64,,
7416,9382,Fox Sports College Hoops '99,,
7417,9383,Gex 64: Enter the Gecko,,
7418,9385,Grandia III,7.5,
7419,9389,Hybrid Heaven,7.0,
7420,9401,MRC: Multi-Racing Championship,,
7421,9402,NBA Courtside 2 featuring Kobe Bryant,,
7422,9403,NBA Showtime: NBA on NBC,,
7423,9406,Persona Q: Shadow of the Labyrinth,8.3,
7424,9412,Tony Hawk's Proving Ground,,
7425,9416,Wayne Gretzky's 3D Hockey '98,,
7426,9420,Cars,7.0,
7427,9422,Karaoke Joysound Wii,,
7428,9423,Big Beach Sports 2,,
7429,9424,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,,
7430,9425,The Elder Scrolls IV: Oblivion,9.2,
7431,9426,The Mummy: Tomb of the Dragon Emperor,,
7432,9427,Def Jam Vendetta,8.8,
7433,9429,Scooby-Doo! Unmasked,,
7434,9430,Penny Racers,,
7435,9431,Spider-Man: Edge of Time,5.8,
7436,9432,The Sims 2,,
7437,9433,Jikkyou Powerful Pro Baseball 2016,,
7438,9434,Caesars Palace II,,
7439,9435,Samurai Warriors 4,,
7440,9436,World Series Baseball 2K3,,
7441,9437,The Backyardigans,,
7442,9438,Madden NFL 17,,
7443,9439,Pro Yakyuu Team o Tsukurou!,,
7444,9440,The Outfit,7.0,
7445,9442,Avatar: The Last Airbender - The Burning Earth,,
7446,9443,Family Guy: Back to the Multiverse,,
7447,9444,Don King Presents: Prizefighter,4.0,
7448,9445,Sentimental Graffiti,,
7449,9446,Daisy Fuentes Pilates,,
7450,9447,SBK Superbike World Championship,,
7451,9448,Devil Kings,,
7452,9449,Darksiders III,,
7453,9450,NBA JAM Tournament Edition,,
7454,9451,NBA Live 15,,
7455,9452,Medabots AX: Metabee / Rokusho Ver.,,
7456,9453,Freshly-Picked: Tingle's Rosy Rupeeland,,
7457,9454,Stronghold Legends,,
7458,9455,Tennis no Oji-Sama: Genius Boys Academy,,
7459,9456,Bolt,,
7460,9457,Monster Jam: Path of Destruction,,
7461,9458,Shadow Man,,
7462,9459,Ninja Gaiden 3,,
7463,9461,Karaoke Joysound Wii,,
7464,9463,Netsu Chu! Pro Yakyuu 2002,,
7465,9464,LEGO Star Wars III: The Clone Wars,7.6,
7466,9465,Dynasty Warriors 6,,
7467,9466,Porky's,,
7468,9467,America's Army: Rise of a Soldier,,
7469,9468,U-Sing: Girls Night,,
7470,9469,Grandia,8.4,9.0
7471,9470,Indiana Jones and the Staff of Kings,,
7472,9471,Bridge Constructor,,
7473,9472,Dreamworks Madagascar Kartz,,
7474,9473,F1 2000,,
7475,9474,Ys: Memories of Celceta,,
7476,9475,Littlest Pet Shop: Country Friends,,
7477,9476,We Sing Pop!,,
7478,9477,Armored Core 4,6.5,
7479,9478,Pirates of the Caribbean: The Legend of Jack Sparrow,,
7480,9479,X-Men Origins: Wolverine,,
7481,9480,Dood's Big Adventure,,
7482,9481,WRC: World Rally Championship,,
7483,9482,"Ed, Edd n Eddy: The Mis-Edventures",4.6,
7484,9483,Cars: Mater-National Championship,,
7485,9484,The Chronicles of Riddick: Assault on Dark Athena,8.0,
7486,9485,Teenage Mutant Ninja Turtles: Danger of the Ooze,,
7487,9486,Ben 10 Ultimate Alien: Cosmic Destruction,,
7488,9487,Dune 2000,,
7489,9489,Monster Hunter G,,
7490,9491,Major League Baseball 2K7,,
7491,9493,Project Overkill,,
7492,9494,Jumping Flash! 2,,
7493,9495,Nickelodeon Party Blast,,
7494,9497,Final Fantasy XI: Chains of Promathia,7.3,
7495,9498,Choro Q2,,
7496,9500,Transformers: War for Cybertron -- Autobots,,
7497,9501,Butt Ugly Martians: B.K.M. Battles,6.0,
7498,9502,X-Men Legends II: Rise of Apocalypse,8.2,
7499,9503,Racquet Sports,,
7500,9504,Hasbro Family Game Night 3,,
7501,9505,Far Cry: Primal,8.0,
7502,9506,Sorry! / Aggravation / Scrabble Junior,,
7503,9507,NBA Courtside 2002,7.6,
7504,9508,Valkyria Chronicles 4,,
7505,9509,Classic NES Series: Excitebike,,
7506,9510,FIFA 14,,
7507,9511,Classic NES Series: Xevious,,
7508,9512,Avatar: The Last Airbender - Into the Inferno,,
7509,9514,NBA Live 18,,
7510,9515,Dora the Explorer: Journey to the Purple Planet,,
7511,9516,Tales of Hearts,,
7512,9517,Digimon World: Data Squad,,
7513,9518,Cabela's Outdoor Adventures (2009),,
7514,9519,Atelier Meruru: Alchemist of Arland 3,,
7515,9522,Catz,,
7516,9523,That's So Raven: Psychic on the Scene,,
7517,9524,7th Dragon III Code: VFD,7.5,
7518,9526,Jikkyou Powerful Pro Yakyuu 2001,,
7519,9528,Mega Man X Collection,7.5,
7520,9530,Tearaway Unfolded,,
7521,9532,Lumines: Electronic Symphony,,
7522,9533,The Testament of Sherlock Holmes,,
7523,9534,Far Cry Instincts Predator,8.0,
7524,9535,X-Men: Destiny,5.1,
7525,9536,Lunar: Silver Star Harmony,7.9,
7526,9537,Tongari Boushi to Oshare na Mahou Tsukai,,
7527,9538,Just Dance Kids 2,,
7528,9539,Toukiden: The Age of Demons,,
7529,9540,Star Wars Battlefront,,
7530,9541,Game of Thrones,,
7531,9542,Persona 5,,8.0
7532,9543,Gallop Racer (JP),,
7533,9544,Spawn the Eternal,1.9,
7534,9545,Army Men: Sarge's Heroes 2,,
7535,9546,MLB,8.0,
7536,9548,Turning Point: Fall of Liberty,,
7537,9549,Percy Jackson and the Olympians: The Lightning Thief,,
7538,9550,Disney Stitch Jam,,
7539,9551,Britney's Dance Beat,,
7540,9552,Call of Duty: Modern Warfare Remastered,8.2,
7541,9553,Virtua Tennis 4,6.5,
7542,9554,Guitar Freaks,,
7543,9555,.hack//G.U. Last Recode,,
7544,9556,World Soccer Winning Eleven 7,,
7545,9558,Namco Tennis Smash Court,,
7546,9559,SRS: Street Racing Syndicate,,
7547,9560,Fuel,6.6,
7548,9562,Vexx,5.9,
7549,9564,Hello Neighbor,,
7550,9565,NBA Live 10,5.9,
7551,9566,Street Fighter Alpha Anthology,,
7552,9567,Pro Yakyuu Spirits 2011,,
7553,9568,TimeSplitters: Future Perfect,,
7554,9569,Harvest Moon: Magical Melody,8.0,
7555,9570,Zumba Fitness: World Party,,
7556,9571,Ride,,
7557,9573,Genma Onimusha,,
7558,9574,DK: King of Swing,7.1,
7559,9575,K-1 Revenge,,
7560,9576,G-Police,,
7561,9577,Lego Star Wars: The Force Awakens,,
7562,9578,Ultimate Band,,
7563,9579,Command & Conquer 3: Kane's Wrath,7.0,
7564,9581,Corvette,,
7565,9583,AC/DC LIVE: Rock Band Track Pack,,
7566,9584,Dreamcast Collection,5.3,
7567,9585,Just Dance 2017,,
7568,9587,Ben 10 Ultimate Alien: Cosmic Destruction,,
7569,9589,Burnout 2: Point of Impact,,
7570,9590,Super Monkey Ball Deluxe,,
7571,9591,Imagine: Teacher Class Trip,,
7572,9592,Dynasty Warriors 7,5.9,
7573,9593,Kill.Switch,,
7574,9594,Homefront,6.6,
7575,9595,Saints Row IV: Re-Elected,,
7576,9596,The Escapists 2,,
7577,9597,Dancing With The Stars,,
7578,9598,Pictionary: Ultimate Edition,,
7579,9599,Peter Jackson's King Kong: The Official Game of the Movie,8.1,
7580,9600,Summon Night 3,,
7581,9601,Pro Yakyuu Spirits 2010,,
7582,9602,The Simpsons: Road Rage,6.0,
7583,9603,Farming Simulator 2015,,
7584,9606,Azurik: Rise of Perathia,,
7585,9607,Paws & Claws: Pet Resort,,
7586,9608,All Grown Up!: Game Boy Advance Video Volume 1,,
7587,9609,Dragon Ball Z: Sagas,,
7588,9610,The Price Is Right 2010 Edition,,
7589,9611,Bakugan: Battle Brawlers,,
7590,9612,Sakura Wars: Atsuki Chishio Ni,,
7591,9614,Ms. Pac-Man: Maze Madness / Pac-Man World,,
7592,9615,NHRA Championship Drag Racing,,
7593,9616,Boogie SuperStar,,
7594,9617,Monster Jam,,
7595,9618,Cradle of Rome,,
7596,9619,Resident Evil Archives: Resident Evil Zero,5.8,
7597,9620,Driver '76,5.5,
7598,9621,Transformers: Devastation,,
7599,9623,Harvest Moon: Another Wonderful Life,7.7,
7600,9624,Jikkyou Powerful Pro Yakyuu 15,,
7601,9625,Front Line,,
7602,9626,Army Men: Air Combat,7.6,
7603,9627,Midway's Greatest Arcade Hits Volume 1,,
7604,9629,Paperboy,8.0,
7605,9630,Ready 2 Rumble Boxing: Round 2,6.9,
7606,9631,Road Rash 64,,
7607,9632,South Park: Chef's Luv Shack,5.4,
7608,9634,NCAA College Basketball 2K3,,
7609,9639,NCAA March Madness 2004,,
7610,9640,Lucky Luke,,
7611,9641,Fantastic 4,,
7612,9642,Spider-Man: Shattered Dimensions,7.5,
7613,9643,The Adventures of Tintin: The Game,5.0,
7614,9644,Tony Hawk's American Sk8land,6.0,
7615,9645,Valhalla Knights,5.2,
7616,9646,Densetsu no Stafi 3,,
7617,9647,Forsaken,,
7618,9648,Ratchet & Clank: Going Commando (JP weekly sales),,
7619,9649,Darksiders II: Deathinitive Edition,7.5,
7620,9650,The Incredible Hulk,,
7621,9651,Dragon Ball Heroes: Ultimate Mission X,,
7622,9652,The Hobbit,,
7623,9654,Dance Dance Revolution: Disney Channel Edition,,
7624,9655,Jikkyou Powerful Pro Baseball 2016,,
7625,9656,Checkers,,
7626,9657,The Elder Scrolls Online: Morrowind,,
7627,9658,Front Mission: Gun Hazard,,
7628,9659,Nickelodeon Dance,,
7629,9660,Harry Potter and the Order of the Phoenix,,
7630,9661,Street Fighter 30th Anniversary Collection,,
7631,9663,Luminous Arc,6.8,
7632,9664,Juiced 2: Hot Import Nights,,
7633,9666,Avalon Code,7.1,
7634,9667,4X4 EVO 2,,
7635,9668,XS Airboat Racing,,
7636,9669,MX vs. ATV Reflex,5.3,
7637,9670,Pure Futbol,4.0,
7638,9671,Grand Theft Auto,7.1,
7639,9672,Dora the Explorer: Super Star Adventures,,
7640,9673,A Way Out,8.1,
7641,9675,Ghost Rider,5.0,
7642,9676,X-Men: Destiny,4.9,
7643,9677,Midway Arcade Treasures: Extended Play,5.6,
7644,9678,Cities in Motion,,
7645,9679,God Eater 2,,
7646,9680,NBA Live 14,,
7647,9681,My Street,,
7648,9682,Disney Epic Mickey 2: The Power of Two,5.9,
7649,9683,Digimon World: Next Order,,
7650,9684,Just Dance 2019,,
7651,9685,Wild 9,,
7652,9686,Cabela's Big Game Hunter 2012,,
7653,9687,Amazing Adventures: The Forgotten Ruins,,
7654,9688,Shadow Hearts: Covenant,8.1,
7655,9689,Bakugan: Battle Brawlers,,
7656,9690,Classic NES Series: The Legend of Zelda,8.4,
7657,9691,Danganronpa: Trigger Happy Havoc,,
7658,9692,PDC World Championship Darts 2008,,
7659,9693,theHunter: Call of the Wild,,
7660,9694,Birds of Steel,,
7661,9695,PGA Tour 96,,
7662,9696,G.I. Joe: The Rise of Cobra,3.8,
7663,9697,Covert Ops: Nuclear Dawn,,
7664,9698,Pictionary: Ultimate Edition,,
7665,9699,Ar tonelico Qoga: Knell of Ar Ciel,7.0,
7666,9700,Dynasty Warriors 6 Empires,6.3,
7667,9701,Galaga: Destination Earth,,
7668,9702,Tiger Woods PGA Tour 10,8.1,
7669,9703,Singularity,7.8,
7670,9704,FIFA World Cup Germany 2006,7.8,
7671,9705,Shrek's Carnival Craze Party Games,,
7672,9706,Polly Pocket: Super Splash Island,,
7673,9707,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,,
7674,9708,Disgaea: Afternoon of Darkness,8.7,
7675,9709,We Love Golf!,,
7676,9710,God of War Collection,,
7677,9711,Sesame Street: Elmo's Number Journey,,
7678,9712,The Godfather (US & Others sales),,
7679,9713,Loving Life with Hello Kitty & Friends,,
7680,9714,Broken Sword: Shadow of the Templars - The Director's Cut,7.5,
7681,9715,Dark Cavern,,
7682,9716,Rampage,,
7683,9717,Divinity II: Ego Draconis,6.0,
7684,9719,Prince of Persia: The Forgotten Sands,7.5,
7685,9720,Scrabble (Others sales),,
7686,9721,Afro Samurai,6.4,
7687,9722,Disney's A Christmas Carol,,
7688,9723,Imagine: Zookeeper,,
7689,9724,Grand Slam Tennis 2,,
7690,9725,Killer is Dead,,
7691,9726,Are You Smarter than a 5th Grader? Game Time,,
7692,9727,METRO 2033,7.5,
7693,9728,NASCAR 08,,
7694,9729,Star Ocean,,
7695,9730,Payday 2,,
7696,9731,DC Universe Online,7.0,
7697,9732,Hot Shots Tennis: Get a Grip,8.0,
7698,9733,Naruto: Path of the Ninja 2,,
7699,9734,Karaoke Revolution Volume 2,,
7700,9735,Wallace & Gromit in Project Zoo,,
7701,9736,Harry Potter and the Goblet of Fire,,
7702,9737,Love Plus +,,
7703,9738,Skylanders: SuperChargers Racing,,
7704,9739,Mobile Suit Gundam: Climax U.C.,,
7705,9740,Street Fighter EX2 Plus,,
7706,9741,Viva Pinata: Party Animals,5.5,
7707,9742,Big Family Games,,
7708,9743,Zumba Fitness: World Party,,
7709,9744,WWE 2K18,,
7710,9745,The Lord of the Rings: Aragorn's Quest,6.4,
7711,9746,Sands of Destruction,6.5,
7712,9747,Jet X20,,
7713,9748,Super Robot Taisen D,,
7714,9749,Cabela's Outdoor Adventures (2009),,
7715,9750,NASCAR Thunder 2004,,
7716,9751,Buffy the Vampire Slayer,,
7717,9752,Wipeout 2,,
7718,9753,Harry Potter and the Goblet of Fire,6.7,
7719,9754,The Club,,
7720,9755,Angry Birds,,
7721,9756,Madden NFL 12,,
7722,9758,Pro Yakyuu Team o Tsukurou!,,
7723,9760,Hotel for Dogs,,
7724,9761,Dynasty Warriors Gundam Reborn,,
7725,9762,Ashes Cricket 2009,,
7726,9763,Spec Ops: The Line,,
7727,9764,Megamind: Mega Team Unite,,
7728,9765,Rock Band Track Pack Volume 1,,
7729,9766,Carnival Island,,
7730,9767,Cross Edge,5.4,
7731,9768,Puss in Boots,,
7732,9770,Rock Band Country Track Pack,,
7733,9772,World Series Baseball,,
7734,9773,Attack on Titan 2,7.0,
7735,9774,Tony Hawk's Pro Skater 5,,
7736,9775,Test Drive: Eve of Destruction,,
7737,9776,Starsky & Hutch,6.0,
7738,9777,Jeremy McGrath Supercross World,,
7739,9778,Jewels of the Tropical Lost Island,,
7740,9779,Rock Band Track Pack Volume 2,,
7741,9780,Meteos,8.8,
7742,9781,The Scorpion King: Rise of the Akkadian,,
7743,9783,Let's Make a Soccer Team!,,
7744,9784,WWE All Stars,7.0,
7745,9785,Monster Hunter G,,
7746,9786,All-Star Baseball 2001,9.2,
7747,9787,Star Wars Jedi Knight II: Jedi Outcast,7.1,
7748,9788,Tom Clancy's Splinter Cell,,
7749,9789,Angry Birds: Star Wars,,
7750,9791,Elex,,
7751,9793,ESPN NHL Hockey,,
7752,9794,Harvest Moon GB,,
7753,9795,DiRT Showdown,,
7754,9796,Sherlock Holmes and the Mystery of Osborne House,,
7755,9797,The Incredible Hulk: Ultimate Destruction,,
7756,9798,NCAA GameBreaker 2003,,
7757,9799,Gundam Battle Assault,,
7758,9800,Tony Hawk's Downhill Jam,,
7759,9801,Virtua Fighter Kids,6.6,
7760,9802,Madagascar: Escape 2 Africa,,
7761,9803,Lunar: Silver Star Story,,
7762,9804,Rocket Power: Beach Bandits,,
7763,9805,RIGS: Mechanized Combat League,,
7764,9806,Shaun White Snowboarding,6.2,
7765,9807,Looney Tunes: Acme Arsenal,,
7766,9809,M&M's Kart Racing,,
7767,9810,Tom Clancy's Rainbow Six: Rogue Spear,,
7768,9811,NHL FaceOff 2001,7.2,
7769,9812,Me & My Katamari,7.2,
7770,9813,Yu-Gi-Oh! GX: Duel Academy,,
7771,9814,Tribes: Aerial Assault,,
7772,9815,Ultimate Band,,
7773,9816,Colony Wars: Vengeance,8.6,
7774,9819,Madden NFL 06,,
7775,9820,Family Fest presents: Movie Games,,
7776,9821,The King of Fighters '95 (CD),,
7777,9822,NASCAR 08,,
7778,9823,Perfect Weapon,,
7779,9824,Harvest Moon: The Land of Origin,,
7780,9825,Corpse Party: Blood Drive,,
7781,9826,NBA 2K6,8.0,
7782,9827,Hello Kitty Seasons,,
7783,9828,Major League Baseball 2K10,,
7784,9829,TrackMania: Build to Race,7.0,
7785,9830,Mafia,,
7786,9831,SSX on Tour,8.2,
7787,9832,Madden NFL 13,7.2,
7788,9833,What's Cooking? Jamie Oliver,,
7789,9834,Hannah Montana: The Movie,,
7790,9835,Airblade,,
7791,9836,Dynasty Warriors: Strikeforce,7.3,
7792,9837,Mega Man & Bass,,
7793,9839,Fullmetal Alchemist 2: Curse of the Crimson Elixir,,
7794,9840,Hatsune Miku -Project DIVA- f,,
7795,9842,Valkyrie Profile: Covenant of the Plume,7.5,
7796,9843,Anno 2205,,
7797,9844,Transformer: Rise of the Dark Spark,,
7798,9845,AKB1/149: Love Election,,
7799,9846,Mortal Kombat: Armageddon,6.8,
7800,9848,Tetris 2 (weekly jp sales),,
7801,9849,Neopets Puzzle Adventure,,
7802,9850,Pro Yakyuu Team o Tsukurou! 2,,
7803,9851,Pinball Hall of Fame: The Gottlieb Collection,7.2,
7804,9852,Musou Orochi Z,,
7805,9853,World Series of Poker 2008: Battle for the Bracelets,,
7806,9854,Bass Pro Shops: The Hunt,,
7807,9856,Genji: Dawn of the Samurai,,
7808,9857,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,,
7809,9858,Critical Depth,,
7810,9859,Barbie as The Island Princess,5.5,
7811,9860,Cars 2,,
7812,9861,Deca Sports 3,,
7813,9862,Rune Factory: Tides of Destiny,6.5,
7814,9863,Saka-Tsuku DS: Touch and Direct,,
7815,9864,Soul Sacrifice Delta,,
7816,9865,Mega Man Battle Network 5: Team Colonel / Protoman,,
7817,9866,The Italian Job,,
7818,9867,Pitfall: The Big Adventure,,
7819,9868,Barbie and the Three Musketeers,,
7820,9869,Lunar Knights,8.2,
7821,9870,Ys Seven,7.6,
7822,9871,Freedom Fighters,,
7823,9872,Soldier of Fortune II: Double Helix,,
7824,9873,Disney Princess: Enchanted Journey,,
7825,9874,Hot Wheels: Beat That!,,
7826,9876,Sniper: Ghost Warrior 3,,
7827,9877,Naruto: Ninja Council 2 - European Edition,,
7828,9879,Final Fantasy XI: Treasures of Aht Urhgan,,
7829,9880,Alundra,8.8,
7830,9881,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,,
7831,9883,Bratz: Girlz Really Rock,,
7832,9884,Super R-Type,,
7833,9885,Rampage 2: Universal Tour,,
7834,9886,Super Robot Taisen F Kanketsuhen,,
7835,9887,BlowOut,,
7836,9888,NFL Blitz Pro,,
7837,9889,Tiger Woods PGA Tour 2003,,
7838,9890,The Evil Within 2,,
7839,9892,New Carnival Games,,
7840,9893,I Love Horses,,
7841,9895,Saint Seiya: Sanctuary Battle,,
7842,9896,The Raiden Project,,
7843,9898,Pocket Fighter,,
7844,9900,Bicycle Casino 2005,,
7845,9902,Yu-Gi-Oh! GX: Tag Force 3,,
7846,9903,Hooked! Real Motion Fishing,,
7847,9905,NCAA Football 09,6.5,
7848,9906,.hack//G.U. Vol.2//Reminisce,6.2,
7849,9908,AC/DC LIVE: Rock Band Track Pack,6.7,
7850,9909,Tony Hawk's Proving Ground,,
7851,9910,NCAA GameBreaker 2004,,
7852,9911,Need for Speed: Undercover,,
7853,9912,Valhalla Knights 2,5.0,
7854,9913,Dead Island Definitive Collection,,
7855,9914,The Polar Express,,
7856,9915,LEGO The Hobbit,,
7857,9916,Spider-Man: Edge of Time,,
7858,9918,Buzz! Junior: RoboJam,,
7859,9920,3rd Super Robot Wars Z Jigoku Hen,,
7860,9921,Tetris Attack,,
7861,9922,F1 2014,6.5,
7862,9923,No Man's Sky,,
7863,9924,NBA ShootOut 2003,,
7864,9925,Shinobi,7.0,
7865,9926,The Crew,,
7866,9928,Shin Nippon Pro Wrestling: Toukon Retsuden 3,,
7867,9929,Metal Gear Survive,,
7868,9930,Justice League Heroes,,
7869,9931,Silent Hill: Book of Memories,,
7870,9932,Digimon World DS (JP sales),,
7871,9934,Jersey Devil,,
7872,9935,NHL FaceOff 2003,,
7873,9936,Risen 2: Dark Waters,5.5,
7874,9937,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,5.0,
7875,9938,Hatsune Miku: Project Mirai 2,,
7876,9939,Rogue Ops,,
7877,9940,DiRT 4,9.2,
7878,9941,Naruto Shippuden: Ultimate Ninja Storm Revolution,,
7879,9942,Skylanders Imaginators,6.9,
7880,9943,Family Party: 30 Great Games Winter Fun,,
7881,9944,SingStar Celebration,,
7882,9945,Shin Megami Tensei: Persona 3 Portable,8.9,
7883,9946,Legion: The Legend of Excalibur,,
7884,9947,Total War Saga: Thrones of Britannia,,
7885,9948,Kung Fu Panda 2,,
7886,9949,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,,
7887,9950,Pro Evolution Soccer 2011,,
7888,9951,TNA iMPACT!,6.1,
7889,9952,Last Window: The Secret of Cape West,7.3,
7890,9953,Ultimate Duck Hunting: Hunting & Retrieving Ducks,,
7891,9955,NBA Street: Showdown,7.5,
7892,9956,Def Jam: Fight for NY,,
7893,9957,Sword Art Online: Infinity Moment,,
7894,9958,Spartan: Total Warrior,7.2,
7895,9959,EX Monopoly,,
7896,9960,64 de Hakken! Tamagotchi Minna de Tamagotchi World,,
7897,9961,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,,
7898,9962,Assault,,
7899,9963,Deadly Duck,,
7900,9964,Reactor,,
7901,9965,Gundam Battle Chronicle,,
7902,9968,Danball Senki Boost,,
7903,9969,Conflict: Vietnam,,
7904,9970,Whirl Tour,,
7905,9971,DanceDanceRevolution II,,
7906,9972,Time Crisis: Crisis Zone,,
7907,9973,Momotarou Dentetsu 15,,
7908,9974,Ben 10 Ultimate Alien: Cosmic Destruction,,
7909,9975,G-Force,7.4,
7910,9976,NBA Live 15,,
7911,9977,Pokémon Gold/Pokémon Silver,,
7912,9978,Skies of Arcadia Legends,8.6,
7913,9979,Petz Monkeyz House,5.5,
7914,9980,MotoGP 08,,
7915,9981,Cloudy With a Chance of Meatballs,,
7916,9982,Code Name: S.T.E.A.M.,8.0,
7917,9983,Sengoku Basara 3 Utage,,
7918,9984,FaceBreaker K.O. Party,6.7,
7919,9986,Dead by Daylight,,
7920,9987,Breath of Fire,7.8,
7921,9989,NASCAR 2011: The Game,4.3,
7922,9990,Attack on Titan 2,7.8,
7923,9991,Ford vs. Chevy,,
7924,9992,NCAA Football 2005,,
7925,9993,The Wolf Among Us,,
7926,9994,Child of Eden,7.7,
7927,9995,Hamtaro: Ham-Ham Games,7.5,
7928,9996,Danny Phantom: The Ultimate Enemy,7.5,
7929,9998,Discovery Kids: Dolphin Discovery,,
7930,9999,Star Wars: The Force Unleashed II,4.0,
7931,10000,Micro Machines: World Series,,
7932,10001,Crazy Climber,,
