Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
2918,Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts  ,0.45,0.66,0.02,0.15,6.4,
2919,Army Men 3D,PS,1999.0,Action,3DO  ,1.1,0.14,,0.04,,
2920,Injustice: Gods Among Us,PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment  ,0.5,0.56,0.01,0.21,,
2921,Twisted Metal 4,PS,1999.0,Racing,989 Studios  ,1.07,0.16,,0.04,6.7,
2922,Manhunt,PS2,2003.0,Action,Rockstar Games  ,0.63,0.49,,0.16,8.0,
2925,Guitar Hero: Aerosmith,Wii,2008.0,Misc,Activision  ,1.03,0.14,,0.1,,
2926,The Sims 2: Nightlife,PC,2005.0,Simulation,Electronic Arts  ,1.22,0.05,,,7.5,
2927,Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami  ,0.58,0.4,0.21,0.08,9.3,8.7
2928,LEGO Batman: The Videogame,PS2,2008.0,Adventure,Warner Bros. Interactive  ,0.72,0.03,,0.52,7.6,
2929,Road Rash,PS,1995.0,Racing,Electronic Arts  ,0.71,0.48,,0.08,,
2930,Atlantis,2600,1982.0,Shooter,Imagic  ,1.18,0.08,,0.01,,
2932,NBA 2K9,X360,2008.0,Sports,2K Sports  ,1.0,0.16,,0.11,8.3,
2933,WWE '12,X360,2011.0,Fighting,THQ  ,0.74,0.4,0.0,0.12,7.5,
2934,Tony Hawk's Underground,XB,2003.0,Sports,Activision  ,0.85,0.37,,0.05,,
2936,Hogan's Alley,NES,1985.0,Shooter,Nintendo  ,0.68,0.16,0.41,0.02,,
2938,Mario Golf: Toadstool Tour,GC,2003.0,Sports,Nintendo  ,1.09,0.15,0.25,0.04,8.1,
2939,Metal Gear Solid Integral,PS,1999.0,Adventure,Konami  ,,,0.1,0.01,9.0,
2940,Pikmin 3,WiiU,2013.0,Strategy,Nintendo  ,0.47,0.38,0.29,0.08,8.7,
2941,WWE '13,X360,2012.0,Misc,THQ  ,0.72,0.44,,0.11,,
2942,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008.0,Sports,Majesco  ,0.96,0.2,,0.11,,
2943,Destiny: The Taken King,XOne,2015.0,Shooter,Activision  ,0.91,0.23,,0.12,,
2944,.hack//Infection Part 1,PS2,2003.0,Role-Playing,Bandai  ,0.49,0.38,0.26,0.13,7.7,
2945,EA Sports Active 2,Wii,2010.0,Sports,Electronic Arts  ,0.76,0.4,,0.11,8.0,
2946,Need for Speed Rivals,PS3,2013.0,Racing,Electronic Arts  ,0.33,0.69,0.05,0.19,,
2947,Dark Souls II,PC,2014.0,Role-Playing,Namco Bandai Games  ,0.09,0.08,,0.02,,
2948,Jet Li: Rise to Honor,PS2,2004.0,Action,Sony Computer Entertainment  ,0.62,0.48,,0.16,,
2949,Battle Arena Toshinden,PS,1995.0,Fighting,Sony Computer Entertainment  ,0.39,0.26,0.53,0.08,,
2950,Rockstar Games presents Table Tennis,Wii,2007.0,Sports,Rockstar Games  ,0.39,0.73,,0.15,6.8,
2951,Devil Dice,PS,1998.0,Puzzle,THQ  ,0.05,0.03,1.1,0.08,,
2952,LEGO Harry Potter: Years 5-7,Wii,2011.0,Action,Warner Bros. Interactive  ,0.7,0.44,,0.12,,
2953,Brian Lara Cricket,PS,1998.0,Sports,Codemasters  ,0.02,1.13,0.01,0.1,,
2954,Dark Souls,X360,2011.0,Role-Playing,Namco Bandai  ,0.64,0.27,,0.09,9.1,
2955,Naruto Shippuden: Ultimate Ninja Storm Trilogy,NS,2018.0,Fighting,Bandai Namco Entertainment  ,,,0.03,,7.5,
2956,Tomb Raider: Underworld,PS3,2008.0,Adventure,Eidos Interactive  ,0.45,0.55,0.05,0.21,7.8,
2957,Wheel of Fortune,PS,1998.0,Misc,Hasbro Interactive  ,0.99,0.22,,0.04,,
2958,Football Manager 2011,PC,2010.0,Sports,Sega  ,,1.01,,0.24,8.9,
2959,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,Sony Computer Entertainment  ,0.94,0.17,0.02,0.14,6.3,
2960,Far Cry 4,PS3,2014.0,Shooter,Ubisoft  ,0.35,0.63,0.09,0.19,,
2961,Kung Fu Panda,DS,2008.0,Platform,Activision  ,0.56,0.56,,0.14,,
2962,Assassin's Creed: Bloodlines,PSP,2009.0,Action,Ubisoft  ,0.43,0.5,0.05,0.28,6.3,
2963,NBA Live 2001,PS,2000.0,Sports,EA Sports  ,0.7,0.47,,0.08,,
2964,Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts  ,0.49,0.0,0.01,0.75,,
2965,Combat,2600,1977.0,Action,Atari  ,1.17,0.07,,0.01,,
2966,Dark Souls II: Scholar of the First Sin,XOne,2015.0,Role-Playing,Namco Bandai Games  ,0.19,0.07,,0.03,,
2967,Dead or Alive 4,X360,2005.0,Fighting,Tecmo  ,0.3,0.03,0.1,0.03,8.6,
2968,Dragon Ball: Daimaou Fukkatsu,NES,1988.0,Role-Playing,Bandai  ,,,1.25,0.0,,
2969,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987.0,Role-Playing,Bandai  ,,,1.25,0.0,,
2970,PokéPark Wii: Pikachu's Adventure,Wii,2010.0,Adventure,Nintendo  ,0.53,0.17,0.42,0.06,,
2971,Resident Evil Zero,GC,2002.0,Action,Capcom  ,0.54,0.27,0.45,0.04,8.2,
2972,Reel Fishing,PS,1998.0,Sports,Natsume  ,0.99,0.13,0.1,0.04,,
2973,Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts  ,1.0,0.13,0.02,0.1,8.4,
2974,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft  ,0.47,0.53,0.03,0.22,,
2975,Black,PS2,2006.0,Shooter,Electronic Arts  ,1.01,0.04,0.03,0.16,7.7,
2976,RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari  ,1.19,0.06,,,7.3,
2977,FIFA Street (2012),PS3,2012.0,Sports,EA Sports  ,0.13,0.91,,0.21,,
2978,Ratatouille,DS,2007.0,Platform,THQ  ,0.49,0.62,,0.14,7.0,
2979,Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,Conspiracy Entertainment  ,0.45,0.68,,0.12,,
2980,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive  ,0.61,0.48,,0.16,,
2981,Cars 2,DS,2011.0,Racing,Disney Interactive Studios  ,0.68,0.41,0.04,0.12,6.5,
2982,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004.0,Action,Ubisoft  ,0.52,0.56,,0.17,,
2983,Road Rash 3D,PS,1998.0,Racing,Electronic Arts  ,1.05,0.16,,0.04,,
2984,Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,VU Games  ,0.61,0.48,,0.16,,
2985,Oddworld: Abe's Oddysee,PS,1997.0,Platform,GT Interactive  ,0.75,0.44,,0.06,8.3,
2986,LEGO The Lord of the Rings,X360,2012.0,Misc,Warner Bros. Interactive Entertainment  ,0.64,0.5,,0.1,,
2987,Ridge Racer V,PS2,2000.0,Racing,Namco  ,0.24,0.19,0.75,0.06,,
2988,Battlefield: Hardline,XOne,2015.0,Shooter,Electronic Arts  ,0.73,0.39,0.01,0.11,,
2989,WWE SmackDown vs. Raw 2009,PS2,2008.0,Sports,THQ  ,0.69,0.0,,0.55,,
2991,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games  ,0.32,0.36,0.15,0.13,,
2992,Tales of Berseria,PS4,2017.0,Role-Playing,Namco Bandai Games  ,0.22,0.1,0.26,0.07,,
2993,Tetris 2,GB,1993.0,Puzzle,Nintendo  ,0.56,0.22,0.43,0.03,,
2994,[Prototype],PS3,2009.0,Action,Activision  ,0.65,0.41,,0.18,8.1,
2995,Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,LucasArts  ,0.82,0.38,,0.04,,
2996,Transformers: Autobots / Decepticons,DS,2007.0,Action,Activision  ,1.12,0.03,,0.09,,
2997,Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts  ,0.49,0.51,0.03,0.2,7.8,
2998,LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action-Adventure,Warner Bros. Interactive Entertainment  ,0.5,0.54,,0.19,,
2999,Frogger: The Great Quest,PS2,2001.0,Platform,Konami  ,0.6,0.47,,0.16,3.0,
3000,Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,Universal Interactive  ,0.59,0.57,,0.07,,
3001,Driv3r,PS2,2004.0,Racing,Atari  ,0.6,0.47,,0.16,,
3002,Guitar Hero: Aerosmith,X360,2008.0,Misc,Activision  ,1.0,0.13,,0.1,,
3003,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003.0,Misc,Sony Computer Entertainment  ,0.69,0.47,,0.08,,
3004,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,EA Sports  ,0.3,0.64,0.07,0.22,8.2,
3005,Aliens vs Predator,PC,2010.0,Shooter,Sega  ,,0.17,,0.02,6.2,
3006,Spongebob Squarepants: Battle for Bikini Bottom,GBA,2003.0,Platform,THQ  ,0.88,0.33,,0.02,,
3007,Vigilante 8,PS,1998.0,Racing,Activision  ,0.68,0.47,,0.08,,
3008,Bayonetta 2,NS,2018.0,Action,Nintendo  ,0.26,0.2,0.07,0.04,9.5,
3009,Castlevania,NES,1987.0,Platform,Konami  ,0.54,0.06,0.62,0.01,,
3010,Kirby Tilt 'n' Tumble,GB,2001.0,Puzzle,Nintendo  ,0.29,0.17,0.75,0.02,,
3011,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2002.0,Strategy,Konami  ,1.64,0.36,,0.07,,
3012,Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo  ,0.79,0.27,0.12,0.04,7.6,
3013,Ben 10: Protector of Earth,Wii,2007.0,Action,D3 Publisher  ,0.54,0.55,,0.13,,
3014,Star Wars Battlefront II,PSP,2005.0,Shooter,LucasArts  ,1.05,0.06,0.01,0.1,6.9,
3015,Intelligent Qube,PS,1997.0,Puzzle,Sony Computer Entertainment  ,0.13,0.07,1.0,0.02,7.4,
3016,Game & Watch Gallery 2,GB,1998.0,Misc,Nintendo  ,0.76,0.3,0.12,0.04,,
3017,Game & Watch Gallery 3,GB,1999.0,Misc,Nintendo  ,0.79,0.31,0.08,0.04,,
3019,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo  ,0.48,0.06,0.41,0.05,8.4,
3020,Miitopia,3DS,2017.0,Role-Playing,Nintendo  ,0.3,0.54,0.26,0.07,6.6,
3022,Pac-Man,NES,1993.0,Puzzle,Namco  ,0.27,0.08,0.85,0.02,,
3025,WWE 2K17,PS4,2016.0,Sports,2K Games  ,0.32,0.7,,0.19,,
3026,Parfait: Chocolat Second Style,PS2,2006.0,Adventure,Alchemist  ,0.59,0.46,0.01,0.15,,
3027,NBA Live 99,PS,1998.0,Sports,EA Sports  ,1.13,0.05,,0.03,8.3,
3028,SimCity 2000,PS,1996.0,Simulation,Maxis  ,0.68,0.46,,0.08,,
3030,Max Payne,XB,2001.0,Shooter,Rockstar Games  ,0.98,0.19,,0.05,8.6,
3031,WCW Mayhem,PS,1999.0,Fighting,Electronic Arts  ,0.68,0.46,,0.08,,
3032,NBA 2K2,PS2,2002.0,Sports,Sega  ,0.59,0.46,0.01,0.15,,
3033,NASCAR Thunder 2003,PS2,2002.0,Racing,EA Sports  ,0.6,0.46,,0.16,,
3034,Cars,PS2,2006.0,Racing,THQ  ,1.01,0.04,,0.16,,
3035,Fuzion Frenzy,XB,2001.0,Misc,Microsoft  ,0.93,0.24,,0.04,,
3036,Call of Duty: Finest Hour,XB,2004.0,Shooter,Activision  ,0.78,0.4,,0.04,,
3037,Guitar Hero Live,PS4,2015.0,Music,Activision  ,0.52,0.49,,0.2,,
3038,Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts  ,0.25,0.7,0.03,0.24,,
3039,Bayonetta,PS3,2010.0,Action,Sega  ,0.44,0.4,0.21,0.16,8.6,7.2
3040,Just Dance 4,X360,2012.0,Music,Ubisoft  ,0.9,0.19,,0.12,,
3041,Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,Sony Computer Entertainment  ,1.03,0.14,,0.04,,
3043,Star Wars Episode 1: Jedi Power Battles,PS,2000.0,Action,LucasArts  ,0.66,0.48,0.01,0.06,,
3044,Super Monkey Ball: Banana Blitz,Wii,2006.0,Misc,Sega  ,1.05,0.91,0.04,0.24,7.3,
3045,The Magical Quest starring Mickey Mouse (all region sales),SNES,1992.0,Platform,Capcom  ,0.66,0.17,0.35,0.03,,
3046,Need for Speed Underground,GC,2003.0,Racing,Electronic Arts  ,0.69,0.48,0.01,0.03,,
3047,FIFA 07 Soccer,PSP,2006.0,Sports,EA Sports  ,0.25,0.64,,0.32,8.0,
3048,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007.0,Misc,Majesco  ,0.87,0.32,,0.02,,
3049,Cars,PSP,2006.0,Racing,THQ  ,0.72,0.28,,0.2,7.4,
3050,FIFA Soccer 11,PSP,2010.0,Sports,EA Sports  ,0.13,0.7,0.01,0.36,7.0,
3051,Test Drive 4,PS,1997.0,Racing,Accolade  ,0.67,0.46,,0.08,,
3052,The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts  ,0.44,0.63,,0.14,,
3053,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2006.0,Sports,Konami  ,0.01,0.88,0.31,,8.0,
3054,The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Action,Black Label Games  ,0.59,0.46,,0.15,,
3055,ATV Offroad Fury 3,PS2,2004.0,Racing,Sony Computer Entertainment  ,1.0,0.04,,0.16,7.5,
3056,F1 2011,PS3,2011.0,Racing,Codemasters  ,0.12,0.75,0.11,0.23,8.4,
3057,Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action-Adventure,Konami Digital Entertainment  ,0.36,0.5,0.17,0.17,7.6,
3058,Minecraft: Story Mode,X360,2015.0,Adventure,Mojang  ,0.67,0.42,,0.11,,
3059,Mad Max (2013),PS4,2015.0,Action,Warner Bros. Interactive Entertainment  ,0.38,0.59,0.05,0.19,,
3060,Big Beach Sports,Wii,2008.0,Sports,THQ  ,0.45,1.02,,0.2,4.9,
3064,Dino Crisis 2,PS,2000.0,Action,Capcom  ,0.34,0.49,0.28,0.1,8.8,
3065,Disney's Chip 'n Dale: Rescue Rangers,NES,1990.0,Platform,Capcom  ,0.68,0.14,0.35,0.02,,
3067,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari  ,1.15,0.0,0.76,1.09,,
3068,Dragon Ball Z: La Legende Saien,SNES,1994.0,Fighting,Bandai  ,,,1.2,0.0,,
3070,Final Fantasy,NES,1990.0,Role-Playing,Nintendo  ,0.32,,0.52,,8.5,
3071,Final Fantasy IV,DS,2008.0,Role-Playing,Square Enix  ,0.51,0.04,0.62,0.05,8.5,9.0
3072,Final Fantasy XII: The Zodiac Age,PS4,2017.0,Role-Playing,Square Enix  ,0.37,0.41,0.16,0.15,8.6,
3073,Ganbare Goemon! Karakuri Douchuu,NES,1986.0,Platform,Konami  ,,,1.2,,,
3077,Kingdom Hearts HD II.5 ReMIX,PS3,2014.0,Role-Playing,Square Enix  ,0.52,0.36,0.19,0.18,,
3079,NFL 2K,DC,1999.0,Sports,Sega  ,1.12,0.05,,0.02,9.7,
3080,Ninja Gaiden,XB,2004.0,Action,Tecmo  ,0.92,0.2,0.07,0.04,9.4,
3081,Parasite Eve II,PS,2000.0,Role-Playing,Square EA  ,0.32,0.22,,0.04,7.4,
3082,Resident Evil Director's Cut: Dual Shock Edition,PS,1998.0,Action,Capcom  ,,,0.16,0.01,,
3084,Shenmue,DC,2000.0,Adventure,Sega  ,0.52,0.24,0.38,0.04,8.9,
3085,SimCity,PC,1989.0,Simulation,Maxis  ,,0.02,,0.0,,
3086,SolarStriker,GB,1990.0,Shooter,Nintendo  ,0.4,0.39,0.36,0.04,,
3087,Sonic and the Black Knight,Wii,2009.0,Platform,Sega  ,0.66,0.34,0.01,0.11,4.8,8.5
3088,Sonic Rush Adventure,DS,2007.0,Platform,Sega  ,0.53,0.49,0.01,0.12,,
3091,TwinBee,NES,1986.0,Shooter,Konami  ,,,1.2,,,
3093,WWE 2K14,PS3,2013.0,Fighting,2K Sports  ,0.49,0.51,,0.2,7.6,
3095,Enter the Matrix,XB,2003.0,Action,Atari  ,0.72,0.43,0.01,0.04,,
3096,NHL 2002,PS2,2001.0,Sports,EA Sports  ,0.59,0.46,,0.15,,
3097,Shadow of the Colossus,PS4,2018.0,Action-Adventure,Sony Interactive Entertainment  ,0.44,0.52,0.05,0.19,9.3,
3098,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment  ,0.41,0.36,0.03,0.21,8.3,
3099,Ratchet & Clank Future: Quest for Booty,PSN,2008.0,Platform,Sony Computer Entertainment  ,0.01,0.06,,0.02,7.7,8.7
3100,Nuclear Strike,PS,1997.0,Simulation,Electronic Arts  ,0.66,0.45,,0.08,,
3101,Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega  ,0.18,0.66,0.27,0.08,6.5,
3102,The Simpsons: Road Rage,GBA,2003.0,Racing,THQ  ,0.86,0.32,,0.02,,
3103,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002.0,Action,THQ  ,0.92,0.23,,0.04,,
3104,Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami  ,0.09,0.84,0.11,0.15,,
3105,Scarface: The World is Yours,PS2,2006.0,Adventure,Sierra Entertainment  ,0.99,0.04,,0.16,,
3106,Metal Gear Solid: Portable Ops,PSP,2006.0,Action,Konami  ,0.38,0.35,0.38,0.09,8.7,
3107,Disney Sing It,Wii,2008.0,Misc,Disney Interactive Studios  ,0.77,0.31,,0.11,,
3108,Kobe Bryant in NBA Courtside,N64,1998.0,Sports,Nintendo  ,1.02,0.13,0.04,0.01,,
3110,WWE SmackDown vs Raw 2008,PSP,2007.0,Fighting,THQ  ,0.45,0.47,,0.28,7.3,
3111,LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Adventure,LucasArts  ,0.65,0.43,,0.12,,
3112,Hitman 2: Silent Assassin,XB,2002.0,Action,Eidos Interactive  ,0.76,0.38,,0.05,,
3113,Spider-Man: The Movie,GC,2002.0,Action,Activision  ,0.86,0.27,0.01,0.04,7.6,
3115,Metal Gear Solid VR Missions,PS,1999.0,Adventure,Konami  ,0.66,0.45,,0.08,6.8,
3116,LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Adventure,LucasArts  ,0.4,0.49,,0.3,7.6,
3117,LEGO Dimensions,PS4,2015.0,Action,Warner Bros. Interactive Entertainment  ,0.48,0.5,,0.2,,
3118,Pole Position,2600,1983.0,Racing,Atari  ,1.1,0.07,,0.01,,
3119,LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,LucasArts  ,0.52,0.47,,0.19,8.0,
3120,Donkey Konga,GC,2004.0,Misc,Nintendo  ,0.5,0.16,0.46,0.03,7.3,
3121,Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,Square Enix  ,,,0.89,,8.9,
3122,Mario Tennis,GB,2001.0,Sports,Nintendo  ,0.5,0.18,0.44,0.06,,
3123,Mystery Case Files: MillionHeir,DS,2008.0,Adventure,Nintendo  ,0.75,0.39,,0.12,7.4,
3124,R.B.I. Baseball 3,NES,1991.0,Sports,Tengen  ,0.1,,1.08,,,
3125,Resident Evil: Operation Raccoon City,PS3,2012.0,Shooter,Capcom  ,0.48,0.24,0.36,0.1,,
3126,Tony Hawk's Pro Skater 2,GBA,2001.0,Sports,Activision  ,0.85,0.31,,0.02,8.9,
3127,LEGO Jurassic World,PS4,2015.0,Action,Warner Bros. Interactive Entertainment  ,0.41,0.56,0.02,0.19,,
3128,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,DS,2009.0,Role-Playing,Level 5  ,,,1.18,,,
3129,Medal of Honor: Warfighter,X360,2012.0,Shooter,Electronic Arts  ,0.61,0.46,0.01,0.1,,
3130,Red Dead Redemption: Undead Nightmare,PS3,2010.0,Action,Rockstar Games  ,0.47,0.45,0.06,0.19,10.0,
3131,WWE '12,PS3,2011.0,Fighting,THQ  ,0.53,0.45,0.02,0.17,9.0,
3132,NieR: Automata,PC,2017.0,Role-Playing,Square Enix  ,,0.02,,0.0,,
3133,Soviet Strike,PS,1996.0,Simulation,Electronic Arts  ,0.65,0.44,,0.08,,
3134,Gun,PS2,2005.0,Shooter,Activision  ,0.98,0.04,,0.16,,
3135,Ty the Tasmanian Tiger,PS2,2002.0,Platform,Electronic Arts  ,0.57,0.45,,0.15,6.2,
3137,Mission: Impossible,N64,1998.0,Action,Ocean  ,0.74,0.38,0.02,0.03,6.6,
3138,Cabela's Dangerous Hunts,PS2,2003.0,Sports,Activision  ,0.57,0.45,,0.15,,
3139,WWE SmackDown vs. Raw 2010,PS3,2009.0,Fighting,THQ  ,0.48,0.48,0.01,0.19,8.1,
3140,Cool Boarders 4,PS,1999.0,Sports,989 Studios  ,0.65,0.44,,0.08,,
3141,Army of Two,PS3,2008.0,Shooter,Electronic Arts  ,0.74,0.26,0.02,0.15,7.4,6.9
3142,Rage Racer,PS,1997.0,Racing,Namco  ,0.16,0.11,0.83,0.08,,
3143,Medal of Honor: Rising Sun,XB,2003.0,Shooter,Electronic Arts  ,0.76,0.36,,0.05,,
3145,Sunset Overdrive,XOne,2014.0,Action,Microsoft Studios  ,0.64,0.42,0.0,0.1,8.0,
3146,Ace Combat 3: Electrosphere,PS,2000.0,Simulation,Namco  ,0.22,0.15,0.4,0.05,7.6,
3147,Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Rockstar Games  ,0.97,0.04,,0.16,,
3148,WWE 2K15,PS4,2014.0,Sports,2K Sports  ,0.4,0.57,,0.19,,
3149,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004.0,Shooter,Ubisoft  ,0.57,0.44,,0.15,,
3150,Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment  ,0.39,0.27,0.43,0.08,8.2,
3151,Your Shape: Fitness Evolved 2012,X360,2011.0,Sports,Ubisoft  ,0.7,0.36,,0.1,,
3152,MLB The Show 17,PS4,2017.0,Sports,Sony Interactive Entertainment  ,0.94,,,0.22,,
3153,Mirror's Edge,X360,2008.0,Platform,Electronic Arts  ,0.51,0.51,0.01,0.12,7.6,
3154,NASCAR Thunder 2002,PS2,2001.0,Racing,EA Sports  ,0.57,0.44,,0.15,,
3156,Jet Force Gemini,N64,1999.0,Shooter,Rare  ,0.78,0.28,0.07,0.02,8.1,
3157,Mario Power Tennis,GC,2004.0,Sports,Nintendo  ,0.58,0.16,0.46,0.03,8.1,
3158,Mega Man X,SNES,1994.0,Platform,Capcom  ,0.57,0.08,0.5,0.01,,
3159,Pokken Tournament DX,NS,2017.0,Fighting,Nintendo  ,0.79,0.47,0.32,0.12,8.0,
3160,Sega Rally Championship,SAT,1995.0,Racing,Sega  ,0.21,0.16,0.77,0.02,,
3161,Tekken 6,PSP,2009.0,Fighting,Namco Bandai  ,0.15,0.04,0.1,0.03,8.2,
3162,The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action-Adventure,Nintendo  ,0.67,0.37,0.1,0.1,8.4,
3163,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2003.0,Role-Playing,Konami  ,0.84,0.27,,0.05,,
3164,Test Drive: Off Road,PS,1997.0,Racing,Accolade  ,0.65,0.44,,0.08,,
3165,Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts  ,0.5,0.39,0.02,0.25,6.6,
3166,Spore,PC,2008.0,Strategy,Electronic Arts  ,0.03,1.06,,0.07,7.0,7.0
3167,FIFA Soccer 10,PSP,2009.0,Sports,EA Sports  ,0.16,0.68,0.01,0.31,7.9,
3168,Sniper: Ghost Warrior,X360,2010.0,Shooter,City Interactive  ,0.54,0.5,,0.12,4.3,
3169,LEGO Star Wars: The Video Game,XB,2005.0,Action,Eidos Interactive  ,0.83,0.28,,0.05,8.0,
3170,Deus Ex: Mankind Divided,PC,2016.0,Role-Playing,Square Enix  ,,0.06,,0.0,,
3171,EA Sports Active: More Workouts,Wii,2009.0,Sports,EA Sports  ,0.78,0.28,,0.1,7.9,
3173,The Elder Scrolls V: Skyrim,NS,2017.0,Role-Playing,Bethesda Softworks  ,0.67,0.32,0.06,0.1,8.6,9.1
3174,Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega  ,,1.15,,0.01,,
3175,Gauntlet: Dark Legacy,PS2,2001.0,Action,Midway Games  ,0.56,0.44,,0.15,,
3176,Bad Boys: Miami Takedown,PS2,2004.0,Shooter,Crave Entertainment  ,0.56,0.44,,0.15,,
3177,Kaboom!,2600,1981.0,Action,Activision  ,1.07,0.07,,0.01,,
3178,Dragon Quest VIII: Journey of the Cursed King,3DS,2017.0,Role-Playing,Nintendo  ,0.14,0.11,0.88,0.02,8.8,
3179,Dark Souls: Remastered,NS,2018.0,Role-Playing,Bandai Namco Entertainment  ,0.16,0.11,0.03,0.03,8.8,9.0
3180,Derby Stallion III,SNES,1995.0,Sports,ASCII Entertainment  ,,,1.15,0.0,,
3181,Doraemon,NES,1986.0,Action,Hudson Soft  ,,,1.15,0.0,,
3184,LEGO City Undercover,WiiU,2013.0,Action,Nintendo  ,0.5,0.52,0.13,0.09,7.5,
3185,Ninja Gaiden II,X360,2008.0,Action,Microsoft  ,0.65,0.22,0.05,0.1,8.2,
3186,Qix,GB,1990.0,Puzzle,Nintendo  ,0.51,0.2,0.41,0.03,,
3187,Sonic the Hedgehog (2006),PS3,2007.0,Platform,Sega  ,0.41,0.06,0.04,0.66,,
3188,High School Musical 2: Work This Out!,DS,2008.0,Misc,Disney Interactive Studios  ,0.5,0.52,,0.13,,
3189,Middle-Earth: Shadow of War,XOne,2017.0,Action,Warner Bros. Interactive Entertainment  ,0.75,0.29,,0.11,,
3190,Lego Marvel Super Heroes,XOne,2013.0,Action,Warner Bros. Interactive Entertainment  ,0.61,0.44,,0.1,,
3191,Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision  ,,1.12,,0.03,9.3,
3192,Tak and the Power of Juju,PS2,2003.0,Platform,THQ  ,0.56,0.44,,0.15,,
3193,Asteroids,PS,1998.0,Shooter,Activision  ,0.64,0.43,,0.07,,
3194,Puyo Puyo Sun Ketteiban,PS,1997.0,Puzzle,Compile  ,,,1.07,0.07,,
3195,Super Street Fighter IV,PS3,2010.0,Fighting,Capcom  ,0.68,0.33,0.18,0.15,9.3,
3197,007: Quantum of Solace,PS3,2008.0,Shooter,Activision  ,0.43,0.51,0.02,0.19,6.6,
3198,LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts  ,0.61,0.44,,0.09,6.7,
3199,Action Bass,PS,2000.0,Action,Take-Two Interactive  ,0.64,0.43,,0.07,5.1,
3200,Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision  ,0.44,0.34,0.25,0.11,,
3201,Shadow of the Colossus,PS2,2005.0,Adventure,Sony Computer Entertainment  ,0.78,0.03,0.2,0.13,9.1,9.4
3202,Brave Fencer Musashi,PS,1998.0,Role-Playing,Square  ,0.25,0.17,0.65,0.07,8.4,
3203,Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,Konami  ,0.95,0.04,,0.16,,
3204,Mortal Kombat,X360,2011.0,Fighting,Warner Bros. Interactive  ,0.85,0.19,,0.1,8.3,
