Rank,Name,Critic_Score,User_Score
17672,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,,
17673,Silent Hunter: Wolves of the Pacific,,
17674,"Roswell Conspiracies: Aliens, Myths & Legends",,
17675,Front Mission,,
17676,Forza Motorsport 3: Ultimate Collection,,
17677,Road Rage,,
17678,Raid: World War II,,
17680,Megadimension Neptunia VII,,
17681,Shaun the Sheep,,
17682,Boktai 2: Solar Boy Django,7.9,
17683,Darius Burst: Chronicle Saviours,,
17684,Angelique Duet,,
17685,Nobunaga's Ambition (2013),,
17686,Shin Fortune Quest: Sokutaku no Kishi,,
17687,Doom,8.0,
17688,Family Fortunes,,
17689,Zero Escape The Nonary Games,,
17690,Crushed Baseball,,
17691,Dark Arena,6.8,
17692,Heatseeker,4.8,
17693,Gem Smashers,,
17695,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,,
17696,TOCA Race Driver 2: Ultimate Racing Simulator & Colin McRae Rally 04,,
17697,Honda ATV Fever,,
17698,Ben 10 Galactic Racing,,
17699,I.Q. Remix+: Intelligent Qube,,
17700,Terraria,,
17701,Trollz: Hair Affair!,,
17702,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,,
17703,Grand Slam,,
17704,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,,
17705,Genkai Tokki: Seven Pirates,,
17706,Rugby Challenge 3,,
17707,The King of Fighters 2000,,
17708,The Dark Spire,,
17709,Lost Sphear,6.5,
17710,Disney Planes Fire & Rescue,,
17711,D.C.F.S.: Da Capo Four Seasons,,
17712,Disney's Meet the Robinsons,,
17713,Kenka Bancho Otome,,
17714,Hanayori Danshi: Koi Seyo Onago,,
17715,Harley-Davidson: Road Trip,,
17716,Vikings: Wolves of Midgard,,
17717,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,,
17718,Devil May Cry HD Collection,,
17719,For Honor,,
17720,Jewel Master: Cradle Of Rome 2,,
17721,Sonic the Hedgehog 2,,
17722,Cat Quest,,
17723,FlatOut 2,,
17724,Arcana Heart 3: Love Max!!!!!,,
17725,Rogue Trooper,,
17726,Backyard Baseball '09,,
17727,Spy Fiction,,
17728,Mafia,9.2,
17729,Justice League: Chronicles,3.5,
17730,Paw Patrol on a Roll,,
17731,Black Mirror 2,,
17732,Doko Demo Issho: Let's Gakkou!,,
17733,INSIDE / LIMBO Double Pack,,
17734,M&M's Beach Party,,
17735,Ride to Hell: Retribution,,
17736,Test Drive: Ferrari Legends,,
17737,Tropico 3,8.1,
17738,Conflict: Desert Storm II - Back to Bagdhad,6.9,
17739,The Talos Principle,,
17740,Top Gun,,
17741,B's-LOG Party♪,,
17742,FIFA Street 2,,
17743,King Arthur,6.6,
17744,Megadimension Neptunia VIIR,,
17745,The Settlers History Collection,,
17746,Chicken Shoot,,
17747,Monster Trux Arenas: Special Edition,,
17748,R.B.I. Baseball 2016,,
17749,Dai Senryaku VII: Modern Military Tactics,,
17750,Monster High: New Ghoul in School,,
17751,White Album 2: Shiawase no Mukougawa,,
17752,Go Go Ackman 3,,
17753,Check vs. Mate,,
17754,Uta no Prince-Sama: Repeat Love,,
17755,Minna de Wai Wai! Spelunker,,
17756,Advance Guardian Heroes,7.0,
17757,Get Up and Dance,,
17758,Riding Stables: The Whitakers present Milton and Friends,,
17759,Castle of Shikigami III,7.2,
17760,Pure Farming 2018,7.0,
17761,RollerCoaster Tycoon,8.7,9.7
17762,Star X,,
17763,WarTech: Senko no Ronde,,
17764,Dragon's Dogma: Dark Arisen,,
17765,Jerry Rice and Nitus' Dog Football,7.0,
17766,The History Channel: Great Battles - Medieval,,
17767,City Life: World Edition,,
17768,The King of Fighters Kyo,,
17769,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,,
17770,Record of Agarest War Mariage,,
17771,San-X Land: Theme Park de Asobou!,,
17772,Corpse Party: Book of Shadows,,
17773,Deer Hunter Reloaded,,
17774,428: Fuusa Sareta Shibuya de,,
17775,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,,
17776,To Heart 2 Portable,,
17777,Runaway: A Twist of Fate,,
17778,Mahjong * Dream C Club,,
17779,Naruto Shippuuden: Dairansen! Kage Bunsen Emaki,,
17780,Overcooked,,
17781,Twilight Syndrome: Kinjiratera Toshi Densetsu,,
17782,National Geographic Challenge!,,
17783,Tom Clancy's HAWX,,
17784,True Love Story 3,,
17785,The Idolm@ster: Must Songs - Red Board / Blue Board,,
17786,Little Battlers eXperience W,,
17787,The Smurfs,,
17788,Strike Force Bowling,,
17789,Chessmaster,7.5,
17790,Blood Will Tell: Tezuka Osamu's Dororo,,
17791,Coraline,,
17792,Aegis of Earth: Protonovus Assault,,
17793,Hotel Transylvania 3: Monsters Overboard,,
17794,SPRay,,
17795,Attack of the Movies 3D,,
17796,Red Ninja: End of Honor,,
17797,Air Conflicts: Secret Wars,,
17798,The Wolf Among Us,,
17799,Heavy Rain: Move Edition,,
17800,Kanuchi: Shiroki Tsubasa no Shou,,
17801,SX Superstar,,
17802,Katekyoo Hitman Reborn! Battle Arena,,
17803,Saint Seiya: The Hades,,
17804,Naruto Shippuuden: Shinobi Retsuden III,,
17805,Saki Portable,,
17806,Outlaw Tennis,,
17807,Earthfall,,
17808,MLB 15: The Show,,
17809,Langrisser: Re:Incarnation Tensei,1.5,
17810,Resident Evil 5,,
17811,Sengoku BASARA Sanada Yukimura-den,,
17812,Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,,
17813,Renai Revenge,,
17814,Thrillville: Off the Rails,,
17815,Battle Rage,,
17816,Darksiders: Warmastered Edition,,
17817,Igor: The Game,,
17818,No Rules: Get Phat,,
17819,Dead Head Fred,7.6,
17820,XBLAZE Code: Embryo,,
17821,Zombi Daisuki,,
17822,Myth Makers: Trixie in Toyland,,
17823,Sea Monsters: A Prehistoric Adventure,,
17824,Secret Files: Tunguska,,
17825,Praetorians,,
17826,The Monkey King: The Legend Begins,,
17827,Diabolik Lovers: Lunatic Parade,,
17828,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",,
17829,Valkyria Revolution,,
17830,Idol Time PriPara: Yume All-Star Live!,,
17831,Nike+ Kinect Training,,
17832,The Invincible Iron Man,6.4,
17833,Dance Dance Revolution Disney Mix,,
17834,NASCAR 07,,
17835,Maken Shao: Demon Sword,,
17836,Casual Mania!,,
17837,Scaler,,
17838,Super Robot Taisen OG Infinite Battle,,
17839,BeatMania IIDX 16: Empress + Premium Best,,
17840,Emergency Room: Real Life Rescues,,
17841,FIFA Soccer 2003 (weekly jp sales),,
17843,DoraMoji: Nobita no Kanji Daisakusen,,
17844,High Heat Baseball 2002,,
17845,Metal Gear Solid HD Collection,,
17846,Horses 3D,,
17847,Major League Baseball 2K12,,
17848,James Cameron's Avatar: The Game,6.4,
17849,Puyo Pop Fever,,
17850,Bloody Roar Extreme,,
17851,Hana to Ikimono Rittai Zukan,,
17852,Adventure Time: Pirates of the Enchiridion,,
17853,Dragon Quest X: All in One Package,,
17854,Senran Kagura Burst Re:Newal,,
17855,Tennis Masters Series 2003,,
17856,Shin Hayarigami,,
17857,Ebikore+ Amagami,,
17858,MLB SlugFest 20-04,8.0,
17859,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,,
17860,Pocket Pool,3.4,
17861,Lise no Atelier: Ordre no Renkinjutsushi,,
17862,Dragon's Dogma Online,,
17863,Hero Must Die,,
17864,Torino 2006,,
17865,Amnesia,,
17866,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,,
17867,Anima - Gate of Memories,,
17868,The Kore Gang,,
17869,Great Battle Full Blast,,
17870,Metal Slug 4 & 5,,
17871,Ar Nosurge: Ode to an Unborn Star,,
17872,The Sims Deluxe,,
17873,Digimon Rumble Arena 2,,
17874,Wondership Q,,
17875,Sine Mora EX,8.0,
17876,Adventure Time: Explore the Dungeon Because I Don't Know!,2.8,
17877,NCIS,,
17878,Doki Doki! Pretty Cure Narikiri Life!,,
17879,Gravity Falls: Legend of the Gnome Gemulets,,
17880,Watashi no Relaxuma,,
17881,Phantom Kingdom Portable,,
17882,Pac-Man World Rally,,
17883,Challenge Me: Maths Workout,,
17884,Way of the Samurai 2 Portable,,
17885,One Piece: Great Pirate Colosseum,,
17886,The Legend of Heroes: Trails in the Sky SC Evolution,,
17887,You Don't Know Jack,9.2,
17888,Deadliest Warrior: Ancient Combat,,
17889,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,,
17890,IL-2 Sturmovik: 1946,,
17891,Hellboy: The Science of Evil,,
17892,Mortimer Beckett and the Secrets of Spooky Manor,,
17893,LEGO Indiana Jones: The Original Adventures,,
17894,Little Busters! Converted Edition,,
17895,Sengoku Otome: Legend Battle,,
17896,Fashion Week Jr. Designer,,
17897,Unison: Rebels of Rhythm & Dance,,
17898,Zoo Quest: Puzzle Fun!,,
17899,Duke Nukem Trilogy: Critical Mass,,
17900,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,,
17901,WTF: Work Time Fun,,
17902,Gormiti: The Lords of Nature!,,
17903,Dungeon Raiders,,
17904,Just Sing! Vol. 2,,
17905,B.L.U.E.: Legend of Water,,
17906,Dark Half,,
17907,Axiom Verge,,
17908,Elven Legacy,,
17909,Split/Second,,
17910,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,,
17911,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,,
17912,Shukufuku no Campanella Portable,,
17913,Guilty Gear XX Accent Core,,
17914,Jewel Quest Mysteries 2: Trail of the Midnight Heart,,
17915,Paws & Claws: Regal Resort,,
17916,LEGO Pirates of the Caribbean: The Video Game,,
17917,Chaos;Head - Love Chu*Chu!,,
17918,Deadliest Warrior: Ancient Combat,,
17919,Game of Thrones: A Telltale Games Series,,
17920,Yourself Fitness,,
17921,Need for Speed: ProStreet,,
17922,Star Trek: Shattered Universe,,
17923,12Riven: The Psi-Climinal of Integral,,
17924,Battle Spirits: Digital Starter,,
17925,Alia's Carnival! Sacrament,,
17926,Mazes of Fate DS,,
17927,Game of Thrones: A Telltale Games Series,,
17928,Barnyard,,
17929,Lionel Trains: On Track,,
17930,Painkiller: Hell & Damnation,,
17931,WarJetz,,
17932,Breeding Stud 2,,
17933,Banushi Life Game: Winner's Circle,,
17934,Syberia III,,
17936,Catwoman,6.1,
17937,Gakuen Hetalia Portable,,
17938,Chibi Maruko-Chan DS: Maru-Chan no Machi,,
17939,Capcom Fighting Evolution,,
17940,Gray Matter,,
17941,MLB 2K12 / NBA 2K12 Combo Pack,,
17942,Bella Sara 2 - The Magic of Drasilmare,,
17943,Scribblenauts Mega Pack,,
17944,Unbox: Newbie's Adventure,,
17945,IGT Slots: Lucky Larry's Lobstermania,,
17946,Novastorm,,
17947,Fushigi no Dungeon - Furai no Shiren 4 Plus: Kami no Hitomi to Akuma no Heso,,
17948,World Poker Tour,,
17949,Prey,8.5,
17950,Metal Gear Solid: Digital Graphic Novel,7.6,
17951,PopCap Arcade Vol 1,,
17952,Dead Ball Zone,,
17953,Metal Slug XX,6.9,
17954,NBA In The Zone '99,,
17955,NBA in the Zone 2000,,
17956,Winning Post World 2010,,
17957,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,,
17958,Farm Frenzy,,
17959,Haunted Casino,,
17960,Terraria,,
17961,World Series Baseball,,
17962,New Little King's Story,,
17963,PlayStation Move Ape Escape,4.0,
17964,Aeon Flux,,
17965,Diabolik Lovers: Dark Fate,,
17966,8 to Glory: The Official Game of the PBR,,
17967,Demolition Company: Gold Edition,,
17968,Arctic Tale,,
17969,Chicken Blaster,,
17970,The Legend of Heroes: Trails in the Sky Third Chapter,,
17971,North American Hunting Extravaganza 2,,
17972,S.Y.K Renshouden Portable,,
17973,Metal Max Returns,,
17974,Shattered Union,,
17975,Cube Creator DX,,
17976,Atari Flashback Classics: Volume 1,,
17977,Mega Man X Legacy Collection 1+2,,
17978,Hanaoni: Yume no Tsudzuki,,
17979,Mat Hoffman's Pro BMX 2,,
17980,UnchainBlades ReXX,,
17981,Free Running,,
17982,Gal Gun,,
17983,NHL Hitz Pro,,
17984,Ookami Kakushi,,
17987,Deadly Arts,,
17989,Looney Tunes Duck Dodgers Starring: Daffy Duck,,
17991,Monaco Grand Prix,,
17992,PD Ultraman Battle Collection 64,,
17993,Rally Challenge 2000,,
17994,Superman: Countdown to Apokolips,,
17995,Worms Armageddon,,
17996,Zen-Nippon GT Senshuken,,
17997,Kikou Heidan J-Phoenix 2,,
17998,Sengoku Musou 3 Z Special,,
17999,Elex,,
18000,Dragon's Lair 3D: Return to the Lair,,
18001,Harukanaru Toki no Naka de 5,,
18002,Port Royale 2,,
18003,Worms 4: Mayhem,,
18004,Platinum Sudoku,,
18005,Winning Post 7 2012,,
18006,Here They Lie,,
18007,Point Blank 2,,
18008,Who Wants to Be a Millionaire: 3rd Edition,,
18009,Company of Heroes: Tales of Valor,,
18010,Farm Frenzy 3,,
18011,Saru! Get You! Pipo Saru Senki,,
18012,Gummy Bears Mini Golf,,
18013,System 3 presents Ferrari Challenge Trofeo Pirelli,,
18014,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,,
18015,Patrician IV,6.7,
18016,Under Night In-Birth Exe:Latest,,
18017,Dark Souls Trilogy,,
18018,Imabikisou,,
18019,The Treasures of Montezuma,,
18020,Hakuouki: Reimeiroku Portable,,
18021,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,,
18022,Antz Extreme Racing,,
18023,Motto TOEIC Test DS Training,,
18024,Reco Love: Blue Ocean,,
18025,Atelier Iris 3: Grand Phantasm (JP Sales),,
18026,My Riding Stables: Life with Horses,,
18027,Super Robot Gakuen,,
18028,Atelier Sophie: The Alchemist of the Mysterious Book,,
18029,The Sims 2: Pets,,
18030,Samurai Warriors 2: Empires,,
18031,Jojo's Fashion Show: Design in a Dash!,,
18032,Mike Tyson Boxing,,
18033,The Legend of Heroes: Trails in the Sky FC,,
18034,Meteos: Disney Magic,7.3,
18035,Okami HD,,10.0
18036,Go Diego Go!: Safari Rescue,,
18037,Battle Chasers: Nightwar,,
18038,Luxor: Pharaoh's Challenge,,
18039,Don't Starve: Giant Edition,,
18040,Surviving Mars,,
18041,Clannad,,
18042,Tom Clancy's Ghost Recon Wildlands,7.4,
18043,Monster Band,,
18044,Fisherman's Challenge,,
18045,Akko ni Omakase! Brain Shock,,
18046,Akko ni Omakase! Brain Shock,,
18047,Mission: Impossible - Operation Surma,,
18048,Scribblenauts Mega Pack,,
18049,Aragami,,
18050,Super Black Bass Fishing,,
18051,King of Fighters: Maximum Impact Regulation A,,
18052,Date A Live: Rine Utopia,,
18053,Durarara!! 3way Standoff: Alley,,
18054,The Da Vinci Code,,
18055,Yonder: The Cloud Catcher Chronicles,,
18056,Famicom Mini: Clu Clu Land,,
18057,Farming Simulator 17: Straw Harvest,,
18058,Rollin' Rascals,,
18059,Ukiyo no Shishi,,
18060,Assassin's Creed Chronicles: China,,
18061,GRID,8.7,
18062,Sacred Blaze,,
18063,Virtua Tennis 4,,
18064,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,,
18065,JoJo's Bizarre Adventure: Eyes of Heaven,,
18066,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,,
18067,Mutant Football League: Dynasty Edition,,
18068,Phantom Breaker,,
18069,Pure Pinball,,
18070,Thoroughbred Breeder II Plus,,
18071,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,,
18072,Zac to Ombra: Maboroshi no Yuuenchi,,
18073,WSC Real 11: World Snooker Championship,,
18074,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,,
18075,Shadow of the Colossus,,
18076,Imperial Glory,,
18077,Company of Heroes: Opposing Fronts,,
18078,The Chase: Felix Meets Felicity,,
18079,99 no Namida,,
18080,Clannad,,
18081,Cyber Troopers Virtual-On Marz,,
18082,Headhunter: Redemption,,
18083,Ookami to Koushinryou: Boku to Horo no Ichinen,,
18084,Stuntman,,
18085,Bomberman: Act Zero,3.5,
18086,DuckTales: Remastered,,
18087,Dungeons 3,,
18088,Time Travelers,,
18089,Dead Rising 2,,
18090,Drakensang: The Dark Eye,,
18091,The Sims 4: Spa Day,,
18092,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,,
18093,YoKai Watch Dance: Just Dance Special Version,,
18094,Syndicate Wars,,
18095,Don Bradman Cricket 14,,
18096,Surf's Up,,
18097,SWAT: Target Liberty,,
18098,Thomas and Friends: Steaming around Sodor,,
18099,Shadows Awakening,,
18100,Winning Post World 8,,
18101,Draglade (JP sales),,
18102,Hannspree Ten Kate Honda: SBK Superbike World Championship,,
18103,Tour de France 2014,,
18104,Herc's Adventures,,
18105,Tennis World Tour,,
18106,Tiger Woods PGA Tour Golf,,
18107,Twin Strike: Operation Thunder,,
18108,Astro Boy: The Video Game,7.0,
18109,Toukiden 2,,
18110,All Points Bulletin,7.0,
18111,Black Clover: Quartet Knights,,
18112,Super Hero Generation,,
18113,TMNT,,
18114,Asterix and Obelix XXL2,,
18115,Danganronpa Another Episode: Ultra Despair Girls,,
18116,Dreamfall: The Longest Journey,,
18117,Aegis of Earth: Protonovus Assault,4.0,
18118,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,,
18119,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,,
18120,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,,
18121,Zatch Bell! Mamodo Fury,,
18122,JASF: Jane's Advanced Strike Fighters,,
18123,b.l.u.e.: Legend of Water,,
18124,Dora's Big Birthday Adventure,,
18125,NatGeo Challenge! Wild Life,,
18126,PopStar Guitar,,
18127,Sherlock Holmes: Secret of The Silver Earring,,
18128,NHL Blades of Steel 2000,,
18129,Sonic PC Collection,,
18130,Outlaw Volleyball Remixed,,
18131,The Adventures of Darwin,,
18132,CSI: Fatal Conspiracy,,
18133,Turbo: Super Stunt Squad,,
18134,Heathcliff! Frantic Foto,,
18135,Klonoa Heroes: Densetsu no Star Medal,,
18136,City Builder,,
18137,Game of Thrones: A Telltale Games Series,,
18138,Pajama Sam: You are What You Eat From Your Head to Your Feet,,
18139,R-Type Command (correct US sales),,
18140,Brothers In Arms DS,,
18141,The Caligula Effect: Overdose,,
18142,Utawarerumono: Mask of Truth,,
18143,Warhammer: Dark Omen,,
18144,Denki Blocks!,8.0,
18145,Mobile Suit Gundam: Mokuba no Kiseki,,
18146,SD Gundam G Generation Genesis,,
18147,A Ressha de Ikou DS,,
18148,Stoked: Big Air Edition,8.6,
18149,Harukanaru Toki no Naka de 4: Aizouban,,
18150,Kung Fu Panda: Showdown of Legendary Legends,,
18151,Ballistic,7.9,
18152,Colin McRae Rally 3,,
18153,Dream Girl Premier,,
18154,East India Company,7.4,
18156,Monster Jam: Crush It,,
18157,OutRun 2006: Coast 2 Coast,,
18158,Sega Rally 2006,,
18159,Pro Cycling Manager 2016,,
18160,Digimon Story: Cyber Sleuth - Hacker's Memory,,
18161,Gitaroo Man Lives!,,
18162,The Croods: Prehistoric Party!,,
18163,Grand Theft Auto: Vice City,9.0,
18164,Shadow Warrior (2013),,
18165,Gundam Battle Online,,
18166,Glacier2,,
18167,Hotel Transylvania 3: Monsters Overboard,,
18168,Shonen Jump's One Piece: Grand Adventure,,
18169,JoJo's Bizarre Adventure: Eyes of Heaven,,
18170,Holly Hobbie & Friends,,
18171,Dead Alliance,,
18172,Empire Earth III,4.8,
18173,Stolen,,
18174,Atelier Firis: The Alchemist and the Mysterious Journey,,
18175,Sleepover Party,,
18176,"Warhammer 40,000: Dawn of War III",,
18177,Hakuoki Zuisouroku Omokage Hana,,
18178,Just Sing,,
18179,Memories Off 6: T-Wave,,
18180,Phoenix Wright: Ace Attorney Trilogy,,
18181,Famicom Remix Best Choice,,
18182,Pro Race Driver,,
18183,Train Simulator 2016,,
18184,Ide Yosuke no Mahjong Kazoku,,
18185,Ferrari Challenge Trofeo Pirelli,,
18186,Off-Road Drive,,
18187,Story Hour: Fairy Tales,,
18188,E.T. The Extra-Terrestrial: Interplanetary Mission,,
18189,Quiz Mobile Gundam: Toi Senshi DX,,
18190,Jig-A-Pix: Pets,,
18191,Wonder Boy: The Dragon's Trap (Remake),,
18192,Countdown Vampires,,
18193,Crypt Killer,,
18194,Dynasty Warriors Vol. 2 (JP sales),,
18196,Tokumei Sentai Go-Busters,,
18197,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,,
18198,Sushi Striker: The Way of Sushido,,
18199,Warriors Orochi 3,,
18200,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,,
18201,Resident Evil: Operation Raccoon City,,
18202,Summer Challenge: Athletics Tournament,,
18203,FIFA World Cup Germany 2006,7.3,
18204,I'm A Celebrity: Get Me Out of Here!,,
18205,Battle Hunter,,
18206,PO'ed,,
18207,Romance of the Three Kingdoms II,,
18208,Adidas Power Soccer,7.0,
18209,Ragnarok Odyssey Ace,,
18210,Darklight Conflict,,
18211,Kawaii Pet to Kurasou! Wan Nyan & Mini Mini Animal,,
18212,Dragon Ball: Advanced Adventure,7.7,
18213,Art of Fighting 3: The Path of the Warrior,,
18214,Fast & Furious: Showdown,,
18215,The Ripping Friends,,
18216,Konami Arcade Classics,,
18217,Hunter x Hunter: Wonder Adventure,,
18218,Gintama Ranbu,,
18219,Hyakka Hyakurou: Sengoku Ninpoujou,,
18220,Super Army War,,
18221,Immortal Unchained,,
18222,Ao no Exorcist: Genkoku no Labyrinth,,
18223,Echo Night Beyond,,
18224,Minna no Chizu,,
18225,Doom II,8.1,
18226,Fading Shadows,7.0,
18227,Taikou Risshiden V,,
18228,Jikkyou Powerful Major League,,
18229,Lumo,,
18230,Hajime no Ippo: The Fighting! (2014),,
18231,Suzumiya Haruhi no Tsuisou,,
18232,UK Truck Simulator,,
18233,Evolution Skateboarding,4.8,
18234,Operation Warcade,,
18235,Greg Hastings' Tournament Paintball Max'd,,
18236,Jikkyou World Soccer 2002,,
18237,Aikatsu Stars! My Special Appeal,,
18238,Tenshou Gakuen Gekkouroku,,
18239,ABZU,,
18240,Ski-Doo Snowmobile Challenge,,
18241,Aquanaut's Holiday: Kakusareta Kiroku,,
18242,Little Red Riding Hood's Zombie BBQ,,
18243,Dead Rising,,
18244,Texas Hold 'Em Poker DS,,
18246,Big Mutha Truckers,5.0,
18247,Magical Starsign (JP sales),,
18248,DT Carnage,,
18249,Assassin's Creed Rogue Remastered,6.0,
18250,Harry Potter and the Order of the Phoenix,,
18251,Valkyria Chronicles 4,,
18252,Bionicle Heroes,4.7,
18253,Harry Potter and the Prisoner of Azkaban,,
18254,Rugby 08,,
18255,GoPets: Vacation Island,,
18257,Pia Carrot e Youkoso!! 2.5,,
18258,Cy Girls,,
18259,The Movies,8.2,
18260,The Sum of All Fears,,
18261,Da Capo I & II Plus Situation Portable,,
18262,Supreme Commander: Forged Alliance,8.1,
18263,Monster Boy and the Cursed Kingdom,8.0,9.5
18264,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,,
18265,Bubble Bobble Double Shot,,
18266,Halo: Combat Evolved,8.6,
18267,Minority Report: Everybody Runs,,
18268,Blade Strangers,8.3,
18269,Monster Hunter Frontier Online: Season 9.0,,
18270,C.O.R.E.,4.4,
18271,Garfield: The Search for Pooky,,
18272,Galaxy Fight,,
18273,Chaos Wars,6.8,
18274,FIFA 19,,
18275,Logic Machines,,
18276,A Good Librarian Like a Good Shepherd: Library Party,,
18277,Steambot Chronicles,7.2,
18278,Persona 3: Dancing in Moonlight,,
18279,Bond of Ten Demons,,
18280,Mr. Driller,,
