Rank,Name,Critic_Score,User_Score
11343,True Crime: New York City,6.4,
11344,Metal Arms: Glitch in the System,,
11345,X-Men: The Official Game,4.9,
11346,Rush: A Disney Pixar Adventure,,
11347,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,,
11348,Iron Chef America: Supreme Cuisine,2.0,
11349,Ice Age: Dawn of the Dinosaurs,,
11350,Pro Evolution Soccer 2014,,
11351,The Lord of the Rings: Aragorn's Quest,,
11352,ESPN Final Round Golf 2002,6.0,
11353,MDK2 Armageddon,,
11354,Exhibition Volume 02,,
11355,Katamari Damacy Reroll,8.8,
11356,Fight Night Round 2,,
11357,NHL 2K9,,
11358,Mega Man 11,,
11359,Disney's Atlantis: The Lost Empire,,
11360,Power Pro Kun Pocket,,
11361,The King of Fighters '97,,
11362,Tamagotchi no Narikiri Challenge,,
11363,Space Battleship Yamato: Harukanaru Hoshi Iscandar,,
11364,Sound Novel Evolution 1: Otogirisou Sosei-Hen,,
11365,Let's TAP,7.0,
11366,Psi-Ops: The Mindgate Conspiracy,,
11367,SWAT: Global Strike Team,,
11368,SingStar Motown,,
11369,Disgaea 5: Alliance of Vengeance,,
11370,Hitman: HD Trilogy,,
11371,Goblin Commander: Unleash the Horde,7.4,
11372,MX World Tour Featuring Jamie Little,,
11373,Dragon Quest X,,
11374,Hello Kitty: Happy Party Pals,,
11375,Pursuit Force: Extreme Justice,7.4,
11376,Broken Sword: Shadows of the Templars - The Director's Cut,,
11377,Backyard NFL Football '09,,
11378,We Sing UK Hits,,
11379,World Destruction League: Thunder Tanks,,
11380,Resident Evil 6,,
11381,Backyard Baseball '10,,
11382,Professor Heinz Wolff's Gravity,,
11384,Transformers: Dark of the Moon,3.0,
11385,Jikkyou Powerful Pro Yakyuu 2013,,
11386,The King of Fighters '95,,
11387,Jikkyou Powerful Pro Yakyuu 2014,,
11388,RoadKill,,
11389,.hack//G.U. Vol.3//Redemption,5.7,
11391,Super Robot Taisen Compact 2 Dai-1-Bu,,
11392,FaceBreaker,,
11393,Ridge Racer Unbounded,,
11395,Looney Tunes: Back in Action,,
11396,Tak: The Great Juju Challenge,,
11397,Captain America: Super Soldier,5.9,
11398,MotoGP 10/11,6.0,
11399,Macross Ultimate Frontier,,
11400,Tom Clancy's Ghost Recon: Future Soldier,,
11401,Mercury Meltdown Revolution,8.0,
11402,Castlevania: Lords of Shadow 2,,
11404,Top Spin 2,7.7,
11405,Hunter: The Reckoning Redeemer,,
11406,Bakugan Battle Brawlers: Defenders of the Core,,
11407,Tokyo Xtreme Racer,,
11409,Fighter Maker,,
11410,Ar nosurge: Ode to an Unborn Star,,
11412,Thief: Deadly Shadows,,
11413,NBA 09: The Inside,8.2,
11414,Batman Begins,6.3,
11416,Glover,,
11417,Dragon Ball GT: Game Boy Advance Video Volume 1,,
11418,Final Fantasy XIV: Heavensward,,
11419,James Cameron's Dark Angel,,
11420,Bee Movie Game,6.8,
11421,Mahjong Fight Club,,
11422,Luxor 3,,
11424,Bomberman 64: The Second Attack!,,
11425,Final Fantasy Fables: Chocobo Tales,7.4,
11428,Turok 3: Shadow of Oblivion,,
11430,World Driver Championship,,
11431,Spawn: Armageddon,,
11432,Ashes Cricket 2009,6.8,
11433,Final Fantasy XIV: Stormblood,,
11434,Codename: Kids Next Door: Game Boy Advance Video Volume 1,,
11435,NHL 07,7.6,
11436,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,,
11437,Rise of the Argonauts,5.2,
11438,Major League Baseball 2K9,,
11439,Gundam Assault Survive,,
11440,My French Coach,,
11441,Disney TH!NK Fast: The Ultimate Trivia Showdown,,
11442,Fate/stay night [Réalta Nua],,
11444,Disney's Home on the Range,5.0,
11445,MotoGP 09/10,7.0,
11447,Just Dance 2019,,
11448,Monsters vs. Aliens,6.5,
11449,Disney Sing It: Family Hits,,
11451,Guilty Gear Xrd: Sign,,
11452,Just Dance 2018,,
11453,Space Griffon VF-9,,
11456,Camp Rock: The Final Jam,,
11457,N3 II: Ninety-Nine Nights,,
11458,Harvest Moon: The Lost Valley,,
11459,Bound By Flame,,
11462,Fairytale Fights,4.8,
11463,Bratz Kidz,,
11464,The Cursed Crusade,4.0,
11465,Prototype: Biohazard Bundle,,
11466,Gyakuten Saiban 3,,
11467,Gallop Racer 2001,,
11468,Nodame Cantabile,,
11469,Magical Starsign (US sales),,
11470,Nightmare Creatures II,,
11472,Hot Wheels: Beat That!,,
11474,Catwoman,4.6,
11475,Garfield: Lasagna World Tour,,
11476,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,,
11477,Fairytale Fights,4.9,
11478,Bomberman B-Daman,,
11479,Sonic Mania,,
11480,Beat Down: Fists of Vengeance,,
11481,Terminator 3: The Redemption,,
11482,World Destruction League: Thunder Tanks,,
11483,Green Lantern: Rise of the Manhunters,6.5,
11484,BlazBlue: Central Fiction,,
11485,Fighter Within,,
11487,Reloaded,,
11490,Jillian Michaels Fitness Ultimatum 2011,,
11492,Sword of the Samurai,,
11493,SSX On Tour,,
11494,Goodbye Deponia,,
11495,Fuzion Frenzy 2,,
11496,MXGP 3: The Official Motocross Videogame,,
11497,James Bond 007: Everything or Nothing,7.1,
11498,Naruto Shippuden: Ultimate Ninja 5,,
11499,F1 2014,,
11500,Shrek Extra Large,3.0,
11501,Final Fantasy V,,
11502,Brunswick Cosmic Bowling,,
11503,World Tour Soccer 2006,,
11505,Gunvalkyrie,6.1,
11506,NickToons Racing,,
11507,VR Golf '97,,
11508,State of Emergency,,
11509,Off-World Interceptor Extreme,,
11510,ZhuZhu Puppies,,
11511,Monkey Island: Special Edition Collection,,
11513,Disney Golf,,
11514,The Naked Brothers Band: The Video Game,,
11515,Valkyrie Drive: Bhikkhuni,,
11516,CSI: Fatal Conspiracy,,
11517,G-Force,7.4,
11518,Major League Baseball 2K13,,
11519,Clock Tower II: The Struggle Within,4.4,
11520,Batman Beyond: Return of the Joker,,
11521,Sudoku Gridmaster,,
11522,Buzz! Brain of the UK,,
11524,Greed Corp,,
11525,Backyard NFL Football '10,,
11526,Hyperdimension Neptunia Victory,,
11527,Mega Man Network Transmission,,
11529,Pursuit Force,7.4,
11530,Densetsu no Stafi 4,,
11531,TRON: Evolution,,
11532,Dishonored: Death of the Outsider,,
11534,TT Isle of Man: Ride on the Edge,,
11535,Bomberman Land,6.0,
11536,Surf's Up,,
11537,Tokimeki Memorial: Private Collection,,
11538,Axiom Verge,7.5,
11539,NBA Street Homecourt,,
11540,RC Revenge Pro,,
11542,Journey,,
11543,Chaotic: Shadow Warriors,,
11544,Dementium: The Ward,7.5,
11545,Backyard Wrestling: Don't Try This at Home,6.0,
11546,Gauntlet: Dark Legacy,,
11547,Far East of Eden II: Manji Maru,,
11548,Lost Kingdoms,7.3,
11549,Naval Assault: The Killing Tide,,
11550,I'm A Celebrity: Get Me Out of Here!,,
11551,F1 2018,8.5,
11552,NCAA Basketball 09,,
11554,Matchbox Cross Town Heroes,,
11555,Age of Empires III: Complete Collection,,
11556,Wolfenstein 3D,,
11557,Nobunaga no Yabou: Tenshoki,,
11558,Angry Birds Trilogy,,
11559,Learning to Spell,,
11560,Pac-Man World 3,,
11561,Shawn Johnson Gymnastics,,
11562,NASCAR '14,,
11563,Super Power League,,
11565,Phantasy Star Online 2,,
11566,Street Fighter Alpha 2,8.0,
11567,25 To Life,,
11568,Murdered: Soul Suspect,,
11569,Driver: San Francisco,7.0,
11571,NASCAR '15,,
11574,Sega Superstars,,
11575,Disney Friends,,
11576,Zoo Keeper,7.2,
11577,Midway Arcade Treasures,6.8,
11578,Leisure Suit Larry: Magna Cum Laude,,
11579,Mousetrap / Operation / Simon,,
11580,Classic NES Series: Donkey Kong,6.5,
11581,NBA 09: The Inside,,
11582,Resident Evil,7.3,
11583,F1 2011,5.5,
11584,Aliens: Infestation,8.5,
11585,TOEIC Test Training DS,,
11586,Sports Party,,
11587,Harvest Moon: Light of Hope,,
11588,Itoi Shigesato no Bass Tsuri No. 1,,
11590,Cubivore: Survival of the Fittest,7.1,
11591,Doctor Lautrec and the Forgotten Knights,,
11592,TransFormers Animated: The Game,,
11593,Blood Bowl,6.4,
11594,FlatOut,,
11595,Armor Ambush,,
11596,Death Trap,,
11597,Mr. Do!'s Castle,,
11598,Sumikko Gurashi: Omise Hajimerundesu,,
11599,Easy Piano,,
11600,Parodius,,
11601,Chuck E. Cheese's Party Games,,
11602,Gyakuten Saiban 3,,
11603,Taz Wanted,5.5,
11604,Pac-Man Championship Edition 2 + Arcade Game Series,,
11605,Hannah Montana: Rock Out the Show,,
11606,Ride 2,,
11607,Vehicular Combat League presents Motor Mayhem,,
11608,PoPoLoCrois: Hajimari no Bouken,,
11610,Star Wars: Super Bombad Racing,,
11611,Castlevania Judgment,4.6,7.5
11613,NBA Live 08,,
11614,Hamster Heroes,,
11615,Hot Wheels Velocity X,5.2,
11616,Akiba's Trip: Undead & Undressed,,
11617,World Tour Soccer 2005,,
11619,Splatterhouse,,
11621,Leisure Suit Larry: Box Office Bust,,
11622,Create,6.4,
11623,Trivial Pursuit: Bet You Know It,,
11625,Dead Rising 4: Frank's Big Package,,
11626,Clash of the Titans: The Videogame,3.8,
11628,Act of Aggression,,
11629,Dungeon Siege: Throne of Agony,,
11630,ESPN College Hoops,,
11631,Theatrhythm Dragon Quest,,
11632,Family Game Night 4: The Game Show,,
11633,F1 Championship Season 2000,,
11634,Putty Squad,,
11635,Bakugan Battle Brawlers: Defenders of the Core,,
11636,Pen 1 Grand Prix: Penguin no Mondai Special,,
11637,Robotech: Battlecry,7.2,
11640,Zapper: One Wicked Cricket!,5.7,
11642,Bomberman Land,,
11643,Paws & Claws: Pet Resort,,
11645,Kya: Dark Lineage,,
11647,NPPL Championship Paintball 2009,,
11648,Curious George,6.6,
11650,Lethal Skies II,,
11651,Guilty Gear Judgment,7.5,
11652,Puzzle Quest: Galactrix,,
11653,NCAA Football 09 All-Play,5.3,
11654,Lara Croft and the Temple of Osiris,,
11655,Fracture,4.0,
11656,Tom and Jerry: Infurnal Escape,,
11657,Vampyr,,
11658,Eiyuu Densetsu: Zero no Kiseki,,
11659,Disney's American Dragon Jake Long: Attack of the Dark Dragon,,
11660,King's Field,7.1,
11663,Let's Ride: Sunshine Stables,,
11664,Monster Jam,,
11665,World Stadium 4,,
11666,Midway Arcade Treasures 2,7.2,
11668,El Shaddai: Ascension of the Metatron,8.0,
11669,Angry Birds: Star Wars,,
11670,Hot Wheels World Race,,
11672,Apache: Air Assault,6.8,
11673,San Goku Shi Taisen DS,,
11674,Kawa no Nushi Tsuri,,
11675,Digimon Story: Cyber Sleuth - Hacker's Memory,,
11676,Marble Saga: Kororinpa,7.4,
11677,Magic: The Gathering - Battlegrounds,,
11678,Spider-Man: Web of Shadows - Amazing Allies Edition,7.7,
11679,Dancing with the Stars,,
11680,Goosebumps HorrorLand,,
11682,Rio,,
11683,Otogirisou,,
11684,Battlezone,,
11685,SD Gundam G Generation 3D,,
11686,Crash Tag Team Racing,,
11687,Zoo Hospital,,
11690,The Whispered World,,
11691,True Swing Golf,,
11692,Little Nightmares,,
11693,The Surge,,
11694,Beowulf: The Game,,
11695,Family Feud Decades,,
11698,Thrillville: Off the Rails,,
11699,Michael Jackson: The Experience,,
11700,TimeSplitters: Future Perfect,,
11701,Midway Arcade Treasures 3,,
11702,Dr. Muto,,
11703,Naruto Shippuden: Ultimate Ninja Storm Legacy,,
11704,Warriors Orochi 3,,
11706,DS Rakubiki Jiten,,
11707,Fatal Frame II: Crimson Butterfly,7.8,
11708,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,,
11709,Berserk and the Band of the Hawk,,
11710,Dewy's Adventure,,
11711,Bulletstorm,8.7,
11712,Just Cause 3,7.6,
11713,Shadow Man: 2econd Coming,,
11714,Yu-Gi-Oh! 5D's Tag Force 6,,
11715,Dynasty Warriors 4,,
11718,TimeShift,,
11720,Wakeboarding Unleashed Featuring Shaun Murray,,
11721,Rudolph the Red-Nosed Reindeer,,
11722,The Incredibles: Rise of the Underminer,6.7,
11723,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,,
11724,Alone in the Dark: The New Nightmare,7.2,
11725,Just Dance: Disney Party,,
11726,The BIGS,,
11727,The King of Fighters XII,6.0,
11728,Flushed Away,,
11729,Adventure Time: Explore the Dungeon Because I Don't Know!,,
11730,Summon Night EX-Thesis: Yoake no Tsubasa,,
11731,Pro Yakyuu Spirits 3,,
11732,Sid Meier's Pirates!,6.5,
11733,Our House,,
11735,Silent Scope 3,,
11736,NASCAR Heat 2002,,
11737,Namco Classic Fighter Collection,,
11738,Grease Dance,,
11739,Tak: Mojo Mistake,,
11740,International Superstar Soccer Deluxe,,
11741,Eragon,6.8,
11742,BlazBlue: Chrono Phantasma Extend,,
11743,Bakugan Battle Brawlers: Defenders of the Core,,
11744,Intellivision Lives!,,
11746,World Series of Poker: Tournament of Champions 2007 Edition,6.9,
11747,Robots,,
11748,Klonoa,7.6,
11749,Watchmen: The End is Nigh - The Complete Experience,,
11750,Heroes Over Europe,,
11751,Ready 2 Rumble Revolution,3.1,
11752,SimEarth: The Living Planet,,
11754,Culdcept SAGA,7.7,
11755,Sengoku Basara: Chronicle Heroes,,
11756,The Wild Thornberrys: Chimp Chase,,
11757,Rayman Legends,,
11758,Innocent Life: A Futuristic Harvest Moon,6.5,
11759,Power Stakes,,
11761,3D Dot Game Heroes,7.5,
11762,Asteroids Hyper 64,5.6,
11764,Buck Bumble,6.8,
11765,California Speed,,
11766,Destruction Derby 64,,
11767,Dynasty Warriors 7: Xtreme Legends,,
11768,Fighters Destiny,,
11769,Final Fantasy Fables: Chocobo's Dungeon,7.4,
11770,Final Fantasy II Anniversary Edition,6.5,
11771,Hydro Thunder,,
11772,Jikkyou Powerful Pro Yakyuu Basic-han 2001,,
11774,Space Invaders,,
11775,Starcraft 64,8.0,
11776,Summon Night 5,,
11777,Tales of Innocence,,
11778,The Powerpuff Girls: Chemical X-Traction,,
11779,Tom and Jerry in Fists of Furry,,
11781,Wonder Project J2: Koruro no Mori no Josette,,
11782,WRC 2: FIA World Rally Championship,,
11783,Legends of Chima: Laval's Journey,,
11784,Finding Nemo: Escape to the Big Blue,,
11785,Around The World in 80 Days,,
11786,Minna no DS Seminar: Kanpeki Kanji Ryoku,,
11787,Macross Ace Frontier,,
11788,Final Fantasy III,,
11789,Solitaire Overload Plus,,
11790,Black & Bruised,,
11791,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,6.2,
11792,Take A Break's: Puzzle Master,,
11793,Spyro: Shadow Legacy,,
11794,Blitz: The League,6.5,
11795,.hack//G.U. Vol.2//Reminisce (jp sales),,
11796,Rapala Pro Fishing,,
11797,Pro Baseball Spirits 2015,,
11798,Ghost in the Shell: Stand Alone Complex,6.6,
11799,Pillars of Eternity,8.3,
11800,Ener-G: Dance Squad,,
11801,TNA iMPACT!,5.3,
11803,Battle Soccer: Field no Hasha,,
11804,Rudolph the Red-Nosed Reindeer,,
11805,Scarface: Money. Power. Respect.,6.4,
11808,FlatOut 2,,
11809,Custom Robo Arena,7.4,
11811,FIFA Soccer 96,,
11812,Pro Yakyuu Famista Returns,,
11813,NCAA Final Four 2001,,
11815,Deadly Premonition: The Director's Cut,,
11816,3rd Super Robot Wars Z: Tengoku-Hen,,
11817,J-League Jikkyou Winning Eleven 2000,,
11818,Vegas Party,,
11819,Eve: The Lost One,,
11820,Shaun White Skateboarding,6.1,
11821,Disgaea 4: A Promise Unforgotten,,
11822,Konami Krazy Racers,7.7,
11823,Saturday Night Slam Masters,,
11824,The Walking Dead: Season One,,
11825,Valkyria Revolution,,
11826,F-Zero: GP Legend,7.1,
11827,Racing Lagoon - High Speed Driving RPG,,
11828,Field Commander,7.7,
11829,Mr. Driller 2,,
11830,WildStar,,
11831,NBA 2K12,8.5,
11832,Burger Island,,
11833,Imagine: Ice Champions,,
11834,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,,
11835,Ener-G Horse Riders,,
11836,"BCFX: The Black College Football Xperience, The Doug Williams Edition",,
11837,Bendy and the Ink Machine,,
11838,Dragon Ball: Origins 2,6.9,
11839,Left Brain Right Brain: Use Both Hands Train Both Sides,,
11841,Family Party: 30 Great Games Outdoor Fun,,
11843,Yu-Gi-Oh! 5D's: Duel Transer,,
11844,Dynasty Warriors 8: Xtreme Legends,,
11846,Power Rangers Double Pack,,
11848,Shinobido 2: Revenge of Zen,,
11849,Mugen Souls,,
11850,James Noir's Hollywood Crimes,7.0,
11851,Naruto Powerful Shippuden,8.0,
11852,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,,
11853,FIFA Soccer 97,,
11854,Just Sing!,,
11855,Transformer: Rise of the Dark Spark,,
11856,Darksiders II,8.2,
11857,Overcooked! 2,,
11858,Psychic Force,,
11859,Castlevania: Lords of Shadow - Mirror of Fate,7.2,
11860,The Adventures of Tintin: The Game,,
11861,Trigger Man,,
11863,StarBlade α,,
11864,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,,
11865,Time Hollow,,
11867,Medieval Games,,
11868,Tiger Woods PGA Tour 2004,,
11869,LEGO The Hobbit,,
11871,Gundam Breaker 2,,
11874,Amped 3,7.2,
11875,Bomberman Land Touch! 2,,
11876,MotionSports: Adrenaline,,
11877,MX 2002 Featuring Ricky Carmichael,,
11878,Halo Triple Pack,,
11880,Chaotic: Shadow Warriors,6.2,
11881,My Baby 3 & Friends,,
11882,Sherlock Holmes vs. Jack the Ripper,,
11883,Street Racer,,
11884,Jurassic Park: The Game,,
11886,NBA 2K3,,
11887,Tak and the Guardians of Gross,,
11888,Monster House,,
11889,Arcana Heart,8.1,
11890,NHL 2005,,
11891,We Dance,3.5,
11892,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,,
11893,Xenoblade Chronicles 2: Torna ~ The Golden Country,7.5,
11894,Battlestar Galactica,,
11896,.hack//G.U. Vol.1//Rebirth,6.6,
11897,The Amazing Spider-Man (2012),,
11898,Kingdom Hearts: Birth by Sleep - Final Mix,,
11899,Skylanders Giants,,
11900,Godzilla Unleashed,4.5,
11901,Toriko: Gourmet Monsters!,,
11902,Imagine: Music Fest,,
11903,The Incredible Hulk: The Pantheon Saga,,
11904,Metal Gear Solid V: The Phantom Pain,,
11905,The Idolm@ster 2,,
11906,Bleach: Dark Souls,,
11907,Gravity Rush Remastered,7.9,
11908,AC/DC LIVE: Rock Band Track Pack,,
11909,Senran Kagura: Shoujotachi no Shinei,,
11910,He-Man: Power of Grayskull,,
11912,Rondo of Swords (US sales),,
11913,Polaris SnoCross,,
11914,Wing Commander III: Heart of the Tiger,,
11915,Mat Hoffman's Pro BMX 2,,
11916,Fist of the North Star: Ken's Rage,5.4,
11917,Destiny 2,,
11919,Lufia: Curse of the Sinistrals,7.8,
11920,Muppet RaceMania,,
11921,Namco Museum Vol.5,,
11922,Courier Crisis,,
11924,Chessmaster: The Art of Learning,,
11926,Digimon Battle Spirit 2,7.0,
11927,Winning Post 3,,
11928,Driven,,
11929,Space Camp,,
11930,Saw II: Flesh & Blood,4.9,
11932,Blitz: The League II,6.3,
11933,Tears to Tiara II: Heir of the Overlord,,
11934,"Warhammer 40,000: Fire Warrior",,
11935,Bust-A-Move Bash!,,
11937,All-Pro Football 2K8,,
11938,Hot Wheels: Battle Force 5,,
11939,Dragon's Lair Trilogy,,
11940,Dynasty Warriors 8: Empires,,
11941,Stormrise,4.4,
11942,Birds of Steel,,
11943,MTV Music Generator 2,,
11945,PaRappa The Rapper,,
11947,Ultimate Spider-Man,,
11949,Burnout 2: Point of Impact,,
11950,Assassin's Creed Rogue Remastered,,
11951,Paris-Dakar Rally,,
11953,Active Life Explorer,,
11955,Doctor Who: Evacuation Earth,,
11957,Karaoke Revolution Glee: Volume 3,,
11958,Atelier Iris: Eternal Mana,7.2,
11959,Blinx 2: Masters of Time & Space,6.8,
11961,Family Party: Fitness Fun,,
11963,Wolfenstein: The Old Blood,8.0,
11964,Dragon Ball Z: Harukanaru Densetsu (JP sales),,
11965,WordJong,7.5,
11966,Just Dance 2019,,
11968,Arcade Zone,,
11969,Tak: The Great Juju Challenge,,
11970,Scripps Spelling Bee,,
11971,Bomberman,7.3,
11972,"Go, Diego, Go! Safari Rescue",,
11974,Major League Baseball 2K11,,
11975,Knockout Kings 2003,,
11976,NCAA Football 2004,8.7,
11977,The Godfather: Blackhand Edition,7.4,
11978,XGIII: Extreme G Racing,8.6,
11979,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,8.0,
11980,Earth Defense Force 2025,,
11981,Crush3D,6.5,
11983,Chou Megami Shinkou Noire Gekishin Black Heart,,
11984,Digimon World 4,,
11985,Disney's Story Studio: Disney's Mulan,,
11986,Home Run,,
11987,KLAX,,
11988,Pressure Cooker,,
11989,Saturn Bomberman,,
11990,Jikkyou Powerful Pro Yakyuu Portable,,
11991,Oreshika: Tainted Bloodlines,,
11992,Cave Story+,,
11993,NHL 2K10,6.5,
11995,Infected,7.3,
11996,American Chopper,,
11998,NBA 09: The Inside,,
11999,Cars: Race-O-Rama,,
12000,Gunslingers,,
12001,Kingdom Under Fire: Heroes,,
12002,Cartoon Network Collection: Game Boy Advance Video Special Edition,,
12003,The Terminator: Dawn of Fate,,
12005,Kingdom of Paradise,7.0,
12006,Scooby-Doo! Unmasked,,
12007,Streak: Hoverboard Racing,,
12009,Block Party,,
12010,Prince of Persia: The Forgotten Sands,,
12011,Soldier of Fortune: Payback,,
12012,Enthusia Professional Racing,,
12014,Fire Emblem Warriors,,
12015,de Blob 2,7.8,
12016,Thor: God of Thunder,6.4,
12017,NCAA GameBreaker 2001,,
12018,Sonny with a Chance,,
12019,Get On Da Mic,,
12021,Psycho-Pass: Mandatory Happiness,,
12022,Project Sylpheed: Arc of Deception,6.7,
12024,Army Men: Sarge's War,,
12025,Amagami,,
12026,Jikkyou Powerful Pro Yakyuu 2009,,
12027,Little League World Series Baseball 2009,,
12028,Bigfoot: Collision Course,,
12029,Kidou Senkan Nadesico,,
12030,Naruto Shippuden: Legends: Akatsuki Rising,5.8,
12031,Brothers: A Tale of Two Sons,,
12032,Frogger's Adventures: The Rescue,,
12035,Shin Megami Tensei: Strange Journey,8.0,
12036,SpongeBob's Truth or Square,,
12037,The Secret Saturdays: Beasts of the 5th Sun,,
12038,Major League Baseball 2K10,2.8,
12040,Samurai Warriors: Katana,,
12041,MLB Power Pros 2008,,
12042,The Fairly Odd Parents: Clash with the Anti-World,3.5,
12043,Warriors Orochi 3,,
12044,Build-A-Bear Workshop: Welcome to Hugsville,,
12047,Marvel Super Hero Squad: The Infinity Gauntlet,,
12048,Felony 11-79,,
12049,Disney's The Lion King: Simba's Mighty Adventure,,
12051,Bus Simulator 16,,
12052,Megamind: Ultimate Showdown,,
12053,Ice Age 2: The Meltdown,5.5,
12054,Bomberman,,
12055,Pro Evolution Soccer 2015,,
12056,Jikkyou Powerful Pro Yakyuu 2012,,
12058,All Japan Pro Wrestling featuring Virtua,,
12059,Transformer: Rise of the Dark Spark,,
12060,The Walking Dead: A Telltale Games Series,,
12061,Rayman Origins,,
12062,Rudra no Hihou,,
12063,Prince of Persia: The Sands of Time,,
12065,Farm Frenzy: Animal Country,,
12066,Zoids: Battle Legends,5.0,
12067,World Series Baseball 2K3,,
12068,Steins;Gate 0,,
12069,Serious Sam,,
12071,Toukiden 2,,
12072,Fantastic Four: Rise of the Silver Surfer,,
12073,Kowloon's Gate,,
12074,Killer7,7.2,
12075,Dengeki Bunko Fighting Climax,,
12076,High Velocity Bowling,,
12078,Super Monkey Ball Adventure,,
12080,FIFA Soccer 2002,,
12081,One Piece Unlimited World: Red,,
12082,Travel Games For Dummies,,
12083,Space Invaders Extreme,8.3,
12084,Street Fighter Anniversary Collection,,
12085,Major League Baseball 2K12,,
12086,Suzumiya Haruhi no Yakusoku,,
12087,FIFA 06: Road to FIFA World Cup,6.1,
12088,Shadow Ops: Red Mercury,,
12089,Indigo Prophecy,,
12092,Kids Learn Math: A+ Edition,,
12093,World League Soccer,,
12094,NBA ShootOut 2001,,
12095,Final Fantasy XI: Vana'diel Collection 2008,,
12096,The Oregon Trail,,
12098,Samurai Shodown Anthology,,
12099,Cake Mania: In The Mix!,,
12100,Wasteland 2,,
12101,NBA Live 19,,
12102,Countdown: The Game,,
12103,Derby Stallion Gold,,
12104,NBA Ballers: Chosen One,,
12105,Pokémon: Johto Photo Finish: Game Boy Advance Video,,
12106,F1 2001,,
12107,J-League Victory Goal,,
12108,Top Gun: Combat Zones,,
12109,Ben 10 Galactic Racing,,
12111,Rock Band: Metal Track Pack,,
12112,Spongebob Squarepants / Fairly Odd Parents Double Pack,,
12113,History Civil War: Secret Missions,,
12114,NHL 09,,
12115,Atelier Sophie: The Alchemist of the Mysterious Book,,
12119,Dark Rift,,
12120,Derby Stallion 64,,
12121,Doraemon 3: Nobi Dai no Machi SOS!,,
12122,Etrian Odyssey IV: Legends of the Titan,8.2,
12124,Full Auto,7.0,
12127,Iron & Blood,,
12131,Moonlighter,8.3,
12135,Shin Megami Tensei: Devil Survivor,8.4,8.8
12136,Space Station Silicon Valley,8.3,
12137,Tales of the Abyss,7.3,
12138,Theatrhythm: Final Fantasy,7.8,
12139,White Knight Chronicles: Origins,,
12140,All-Star Baseball 2003,8.7,
12142,Burger Island,,
12143,Farming Simulator 2013,,
12146,The Crew,,
12147,Petz: Dogz Talent Show,,
12149,Where the Wild Things Are,,
12150,RiME,4.5,
12151,T'ai Fu: Wrath of the Tiger,,
12152,Rocky,,
12153,Ford Racing 2,,
12154,Monster Hunter Diary: Poka Poka Airou Village DX,,
12156,The Escapists 2,,
12157,Transformers: Devastation,,
12158,Tetris Attack,,
12159,The Sims Medieval: Pirates and Nobles,5.5,
12160,Your Shape Fitness Evolved 2013,,
12161,BloodRayne 2,,
12163,Nicktoons MLB,,
12164,Jaws Unleashed,,
12165,Disney's Planes,,
12166,The Sims 3: Seasons,,
12167,Ys: The Oath in Felghana,8.2,
12169,Pro Yakyuu Spirits 6,,
12170,Star Trek: Voyager Elite Force,,
12171,X-Men: The Official Game,,
12173,Bejeweled 3,,
12174,Brain Boost: Gamma Wave,,
12175,NASCAR Heat Evolution,,
12176,Darksiders,8.0,
12177,Chessmaster II,7.5,
12178,All-Star Baseball 2003,7.7,
12179,Scooby-Doo! Mystery Mayhem,,
12180,Winning Post 4,,
12182,Fate/Extella: The Umbral Star,,
12183,WWE '13,,
12186,187: Ride or Die,,
12187,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,,
12188,Curious George,,
12189,Strawberry Shortcake: Game Boy Advance Video Volume 1,,
12191,The Incredibles: Rise of the Underminer,,
12192,eJay Clubworld,,
12193,Geist,6.6,7.6
12194,Attack on Titan,,
12195,Cardinal Syn,5.2,
12196,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,,
12197,Street Fighter Alpha 3,,
12198,Mobile Suit Gundam Side Story III: Sabakareshi Mono,,
12199,Blazing Angels 2: Secret Missions of WWII,7.2,
12200,Spintires: MudRunner,,
12201,The Quest Trio,,
12202,Backyard Sports: Sandlot Sluggers,,
12203,Super Street Fighter II,,
12204,Victorious: Hollywood Arts Debut,,
12205,Harvest Moon: Hero of Leaf Valley,,
12206,Ridge Racer DS,6.3,
12207,Candace Kane's Candy Factory,,
12209,Sam & Max: Season One,7.1,
12210,Metal Gear Solid: Peace Walker HD Edition,,
12211,Battle Stadium D.O.N,,
12213,DiRT 3,9.0,
12214,LEGO Ninjago: Shadow of Ronin,,
12215,Yakuza: Ishin,,
12216,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,,
12217,Brain Boost: Beta Wave,,
